tf,partition,transition,date_utc,previous_session_high,previous_session_low,midpoint,active_session_start,active_session_end,status,side,signal_level,signal_k,signal_bar_start,signal_ts,setup_status,filled,entry_ts,entry_px,stop_px,target_px,exit_ts,exit_px,exit_reason,gross_return,net_pnl_usd,hold_minutes
1h,reference_validation,LONDON_TO_NEWYORK,2025-11-24,87004.6,85654.1,86329.35,2025-11-24 13:30:00+00:00,2025-11-24 20:00:00+00:00,SIGNAL,SHORT,LOW,6.0,2025-11-24 14:00:00+00:00,2025-11-24 14:05:00+00:00,SIGNAL,True,2025-11-24 14:30:00+00:00,86329.35,87004.6,85654.1,2025-11-24 14:40:00+00:00,85654.1,TP_RANGE_EDGE,0.007821789460942363,3.5108947304711817,10.0
1h,reference_validation,ASIA_TO_LONDON,2025-11-25,88477.6,87240.0,87858.8,2025-11-25 08:00:00+00:00,2025-11-25 13:30:00+00:00,,SHORT,LOW,,2025-11-25 08:00:00+00:00,2025-11-25 08:05:00+00:00,SIGNAL,False,,,88477.6,87240.0,,,RANGE_BROKE_BEFORE_FILL,,,
1h,reference_validation,LONDON_TO_NEWYORK,2025-11-25,87732.7,86628.4,87180.54999999999,2025-11-25 13:30:00+00:00,2025-11-25 20:00:00+00:00,SIGNAL,LONG,HIGH,0.0,2025-11-25 13:30:00+00:00,2025-11-25 13:35:00+00:00,SIGNAL,True,2025-11-25 13:35:00+00:00,87180.54999999999,86628.4,87732.7,2025-11-25 14:40:00+00:00,86628.4,SL_RANGE_EDGE,-0.0063334080824219985,-3.566704041210999,65.0
1h,reference_validation,ASIA_TO_LONDON,2025-11-26,88200.0,86851.1,87525.55,2025-11-26 08:00:00+00:00,2025-11-26 13:30:00+00:00,,SHORT,LOW,,2025-11-26 09:30:00+00:00,2025-11-26 09:35:00+00:00,SIGNAL,False,,,88200.0,86851.1,,,RANGE_BROKE_BEFORE_FILL,,,
1h,reference_validation,LONDON_TO_NEWYORK,2025-11-26,87909.2,86260.9,87085.04999999999,2025-11-26 13:30:00+00:00,2025-11-26 20:00:00+00:00,,LONG,HIGH,,2025-11-26 16:15:00+00:00,2025-11-26 16:20:00+00:00,SIGNAL,False,,,86260.9,87909.2,,,RANGE_BROKE_BEFORE_FILL,,,
1h,reference_validation,ASIA_TO_LONDON,2025-11-27,91850.0,90024.4,90937.2,2025-11-27 08:00:00+00:00,2025-11-27 13:30:00+00:00,SIGNAL,LONG,HIGH,15.0,2025-11-27 09:15:00+00:00,2025-11-27 09:20:00+00:00,SIGNAL,True,2025-11-27 12:50:00+00:00,90937.2,90024.4,91850.0,2025-11-27 13:30:00+00:00,90678.4,TIME_EXIT_SESSION_END,-0.0028459200415231756,-1.8229600207615877,40.0
1h,reference_validation,LONDON_TO_NEWYORK,2025-11-27,91931.9,90410.6,91171.25,2025-11-27 13:30:00+00:00,2025-11-27 20:00:00+00:00,SIGNAL,SHORT,LOW,0.0,2025-11-27 13:30:00+00:00,2025-11-27 13:35:00+00:00,SIGNAL,True,2025-11-27 16:10:00+00:00,91171.25,91931.9,90410.6,2025-11-27 20:00:00+00:00,91489.0,TIME_EXIT_SESSION_END,-0.003485199555780971,-2.1425997778904855,230.0
1h,reference_validation,ASIA_TO_LONDON,2025-11-28,91690.0,90612.2,91151.1,2025-11-28 08:00:00+00:00,2025-11-28 13:30:00+00:00,,LONG,HIGH,,2025-11-28 08:50:00+00:00,2025-11-28 08:55:00+00:00,SIGNAL,False,,,90612.2,91690.0,,,RANGE_BROKE_BEFORE_FILL,,,
1h,reference_validation,LONDON_TO_NEWYORK,2025-11-28,92000.0,90863.6,91431.8,2025-11-28 13:30:00+00:00,2025-11-28 20:00:00+00:00,,LONG,HIGH,,2025-11-28 13:40:00+00:00,2025-11-28 13:45:00+00:00,SIGNAL,False,,,90863.6,92000.0,,,RANGE_BROKE_BEFORE_FILL,,,
1h,reference_validation,ASIA_TO_LONDON,2025-12-01,90396.9,85563.7,87980.29999999999,2025-12-01 08:00:00+00:00,2025-12-01 13:30:00+00:00,,SHORT,LOW,,2025-12-01 12:30:00+00:00,2025-12-01 12:35:00+00:00,SIGNAL,False,,,90396.9,85563.7,,,RANGE_BROKE_BEFORE_FILL,,,
1h,reference_validation,LONDON_TO_NEWYORK,2025-12-01,86886.0,84700.1,85793.05,2025-12-01 13:30:00+00:00,2025-12-01 20:00:00+00:00,,,,,,,BREAK_BEFORE_RETEST,False,,,,,,,BREAK_BEFORE_RETEST,,,
1h,reference_validation,ASIA_TO_LONDON,2025-12-02,87384.0,86140.1,86762.05,2025-12-02 08:00:00+00:00,2025-12-02 13:30:00+00:00,,LONG,HIGH,,2025-12-02 10:45:00+00:00,2025-12-02 10:50:00+00:00,SIGNAL,False,,,86140.1,87384.0,,,RANGE_BROKE_BEFORE_FILL,,,
1h,reference_validation,LONDON_TO_NEWYORK,2025-12-02,87640.0,86321.0,86980.5,2025-12-02 13:30:00+00:00,2025-12-02 20:00:00+00:00,,LONG,HIGH,,2025-12-02 13:35:00+00:00,2025-12-02 13:40:00+00:00,SIGNAL,False,,,86321.0,87640.0,,,RANGE_BROKE_BEFORE_FILL,,,
1h,reference_validation,ASIA_TO_LONDON,2025-12-03,93932.7,90954.8,92443.75,2025-12-03 08:00:00+00:00,2025-12-03 13:30:00+00:00,,,,,,,NO_RETEST,False,,,,,,,NO_RETEST,,,
1h,reference_validation,LONDON_TO_NEWYORK,2025-12-03,93338.4,92602.8,92970.6,2025-12-03 13:30:00+00:00,2025-12-03 20:00:00+00:00,,LONG,HIGH,,2025-12-03 13:40:00+00:00,2025-12-03 13:45:00+00:00,SIGNAL,False,,,92602.8,93338.4,,,RANGE_BROKE_BEFORE_FILL,,,
1h,reference_validation,ASIA_TO_LONDON,2025-12-04,94040.0,92628.0,93334.0,2025-12-04 08:00:00+00:00,2025-12-04 13:30:00+00:00,,SHORT,LOW,,2025-12-04 11:30:00+00:00,2025-12-04 11:35:00+00:00,SIGNAL,False,,,94040.0,92628.0,,,RANGE_BROKE_BEFORE_FILL,,,
1h,reference_validation,LONDON_TO_NEWYORK,2025-12-04,93600.0,92411.0,93005.5,2025-12-04 13:30:00+00:00,2025-12-04 20:00:00+00:00,,SHORT,LOW,,2025-12-04 13:45:00+00:00,2025-12-04 13:50:00+00:00,SIGNAL,False,,,93600.0,92411.0,,,RANGE_BROKE_BEFORE_FILL,,,
1h,reference_validation,ASIA_TO_LONDON,2025-12-05,92665.5,91750.6,92208.05,2025-12-05 08:00:00+00:00,2025-12-05 13:30:00+00:00,,SHORT,LOW,,2025-12-05 08:40:00+00:00,2025-12-05 08:45:00+00:00,SIGNAL,False,,,92665.5,91750.6,,,RANGE_BROKE_BEFORE_FILL,,,
1h,reference_validation,LONDON_TO_NEWYORK,2025-12-05,92227.6,90532.7,91380.15,2025-12-05 13:30:00+00:00,2025-12-05 20:00:00+00:00,,SHORT,LOW,,2025-12-05 13:30:00+00:00,2025-12-05 13:35:00+00:00,SIGNAL,False,,,92227.6,90532.7,,,RANGE_BROKE_BEFORE_FILL,,,
1h,reference_validation,ASIA_TO_LONDON,2025-12-08,91868.0,89806.4,90837.2,2025-12-08 08:00:00+00:00,2025-12-08 13:30:00+00:00,,LONG,HIGH,,2025-12-08 08:35:00+00:00,2025-12-08 08:40:00+00:00,SIGNAL,False,,,89806.4,91868.0,,,RANGE_BROKE_BEFORE_FILL,,,
1h,reference_validation,LONDON_TO_NEWYORK,2025-12-08,92262.6,91433.6,91848.1,2025-12-08 13:30:00+00:00,2025-12-08 20:00:00+00:00,,SHORT,LOW,,2025-12-08 13:30:00+00:00,2025-12-08 13:35:00+00:00,SIGNAL,False,,,92262.6,91433.6,,,RANGE_BROKE_BEFORE_FILL,,,
1h,reference_validation,ASIA_TO_LONDON,2025-12-09,90810.8,89368.9,90089.85,2025-12-09 08:00:00+00:00,2025-12-09 13:30:00+00:00,,LONG,HIGH,,2025-12-09 12:20:00+00:00,2025-12-09 12:25:00+00:00,SIGNAL,False,,,89368.9,90810.8,,,NO_FILL_MIDPOINT,,,
1h,reference_validation,LONDON_TO_NEWYORK,2025-12-09,90701.9,89868.0,90284.95,2025-12-09 13:30:00+00:00,2025-12-09 20:00:00+00:00,SIGNAL,LONG,HIGH,0.0,2025-12-09 13:30:00+00:00,2025-12-09 13:35:00+00:00,SIGNAL,True,2025-12-09 13:40:00+00:00,90284.95,89868.0,90701.9,2025-12-09 15:00:00+00:00,90701.9,TP_RANGE_EDGE,0.004618156182176536,1.909078091088268,80.0
1h,reference_validation,ASIA_TO_LONDON,2025-12-10,92749.8,91900.0,92324.9,2025-12-10 08:00:00+00:00,2025-12-10 13:30:00+00:00,,LONG,HIGH,,2025-12-10 08:00:00+00:00,2025-12-10 08:05:00+00:00,SIGNAL,False,,,91900.0,92749.8,,,RANGE_BROKE_BEFORE_FILL,,,
1h,reference_validation,LONDON_TO_NEWYORK,2025-12-10,93278.9,91721.0,92499.95,2025-12-10 13:30:00+00:00,2025-12-10 20:00:00+00:00,,SHORT,LOW,,2025-12-10 14:05:00+00:00,2025-12-10 14:10:00+00:00,SIGNAL,False,,,93278.9,91721.0,,,RANGE_BROKE_BEFORE_FILL,,,
1h,reference_validation,ASIA_TO_LONDON,2025-12-11,92046.3,89321.0,90683.65,2025-12-11 08:00:00+00:00,2025-12-11 13:30:00+00:00,,,,,,,NO_RETEST,False,,,,,,,NO_RETEST,,,
1h,reference_validation,LONDON_TO_NEWYORK,2025-12-11,90494.7,89931.0,90212.85,2025-12-11 13:30:00+00:00,2025-12-11 20:00:00+00:00,,,,,,,BREAK_BEFORE_RETEST,False,,,,,,,BREAK_BEFORE_RETEST,,,
1h,reference_validation,ASIA_TO_LONDON,2025-12-12,92719.0,91400.0,92059.5,2025-12-12 08:00:00+00:00,2025-12-12 13:30:00+00:00,SIGNAL,LONG,HIGH,24.0,2025-12-12 10:00:00+00:00,2025-12-12 10:05:00+00:00,SIGNAL,True,2025-12-12 12:40:00+00:00,92059.5,91400.0,92719.0,2025-12-12 13:30:00+00:00,92231.8,TIME_EXIT_SESSION_END,0.001871615639885027,0.5358078199425135,50.0
1h,reference_validation,LONDON_TO_NEWYORK,2025-12-12,92600.0,92036.4,92318.2,2025-12-12 13:30:00+00:00,2025-12-12 20:00:00+00:00,SIGNAL,SHORT,LOW,0.0,2025-12-12 13:30:00+00:00,2025-12-12 13:35:00+00:00,SIGNAL,True,2025-12-12 13:40:00+00:00,92318.2,92600.0,92036.4,2025-12-12 14:30:00+00:00,92036.4,TP_RANGE_EDGE,0.0030524858586931103,1.1262429293465552,50.0
1h,reference_validation,ASIA_TO_LONDON,2025-12-15,89972.4,88025.3,88998.85,2025-12-15 08:00:00+00:00,2025-12-15 13:30:00+00:00,,LONG,HIGH,,2025-12-15 08:25:00+00:00,2025-12-15 08:30:00+00:00,SIGNAL,False,,,88025.3,89972.4,,,NO_FILL_MIDPOINT,,,
1h,reference_validation,LONDON_TO_NEWYORK,2025-12-15,89940.0,89319.6,89629.8,2025-12-15 13:30:00+00:00,2025-12-15 20:00:00+00:00,,SHORT,LOW,,2025-12-15 13:30:00+00:00,2025-12-15 13:35:00+00:00,SIGNAL,False,,,89940.0,89319.6,,,RANGE_BROKE_BEFORE_FILL,,,
1h,reference_validation,ASIA_TO_LONDON,2025-12-16,86577.0,85226.0,85901.5,2025-12-16 08:00:00+00:00,2025-12-16 13:30:00+00:00,,LONG,HIGH,,2025-12-16 10:10:00+00:00,2025-12-16 10:15:00+00:00,SIGNAL,False,,,85226.0,86577.0,,,RANGE_BROKE_BEFORE_FILL,,,
1h,reference_validation,LONDON_TO_NEWYORK,2025-12-16,87530.2,85874.6,86702.4,2025-12-16 13:30:00+00:00,2025-12-16 20:00:00+00:00,SIGNAL,LONG,HIGH,0.0,2025-12-16 13:30:00+00:00,2025-12-16 13:35:00+00:00,SIGNAL,True,2025-12-16 13:55:00+00:00,86702.4,85874.6,87530.2,2025-12-16 14:50:00+00:00,87530.2,TP_RANGE_EDGE,0.009547601911827241,4.37380095591362,55.0
1h,reference_validation,ASIA_TO_LONDON,2025-12-17,87925.8,86158.4,87042.1,2025-12-17 08:00:00+00:00,2025-12-17 13:30:00+00:00,SIGNAL,SHORT,LOW,11.0,2025-12-17 08:55:00+00:00,2025-12-17 09:00:00+00:00,SIGNAL,True,2025-12-17 11:50:00+00:00,87042.1,87925.8,86158.4,2025-12-17 13:30:00+00:00,87055.7,TIME_EXIT_SESSION_END,-0.00015624623027243878,-0.4781231151362194,100.0
1h,reference_validation,LONDON_TO_NEWYORK,2025-12-17,87317.6,86201.0,86759.3,2025-12-17 13:30:00+00:00,2025-12-17 20:00:00+00:00,,LONG,HIGH,,2025-12-17 13:30:00+00:00,2025-12-17 13:35:00+00:00,SIGNAL,False,,,86201.0,87317.6,,,RANGE_BROKE_BEFORE_FILL,,,
1h,reference_validation,ASIA_TO_LONDON,2025-12-18,86859.1,85820.6,86339.85,2025-12-18 08:00:00+00:00,2025-12-18 13:30:00+00:00,,LONG,HIGH,,2025-12-18 08:00:00+00:00,2025-12-18 08:05:00+00:00,SIGNAL,False,,,85820.6,86859.1,,,RANGE_BROKE_BEFORE_FILL,,,
1h,reference_validation,LONDON_TO_NEWYORK,2025-12-18,87975.6,86640.5,87308.05,2025-12-18 13:30:00+00:00,2025-12-18 20:00:00+00:00,,,,,,,BREAK_BEFORE_RETEST,False,,,,,,,BREAK_BEFORE_RETEST,,,
1h,reference_validation,ASIA_TO_LONDON,2025-12-19,88366.0,85062.7,86714.35,2025-12-19 08:00:00+00:00,2025-12-19 13:30:00+00:00,,LONG,HIGH,,2025-12-19 10:00:00+00:00,2025-12-19 10:05:00+00:00,SIGNAL,False,,,85062.7,88366.0,,,NO_FILL_MIDPOINT,,,
1h,reference_validation,LONDON_TO_NEWYORK,2025-12-19,88345.1,87700.0,88022.55,2025-12-19 13:30:00+00:00,2025-12-19 20:00:00+00:00,SIGNAL,SHORT,LOW,0.0,2025-12-19 13:30:00+00:00,2025-12-19 13:35:00+00:00,SIGNAL,True,2025-12-19 13:35:00+00:00,88022.55,88345.1,87700.0,2025-12-19 14:30:00+00:00,87700.0,TP_RANGE_EDGE,0.00366440190610251,1.4322009530512552,55.0
1h,reference_validation,ASIA_TO_LONDON,2025-12-22,89600.0,87845.0,88722.5,2025-12-22 08:00:00+00:00,2025-12-22 13:30:00+00:00,,LONG,HIGH,,2025-12-22 08:15:00+00:00,2025-12-22 08:20:00+00:00,SIGNAL,False,,,87845.0,89600.0,,,RANGE_BROKE_BEFORE_FILL,,,
1h,reference_validation,LONDON_TO_NEWYORK,2025-12-22,90599.0,89050.1,89824.55,2025-12-22 13:30:00+00:00,2025-12-22 20:00:00+00:00,SIGNAL,LONG,HIGH,20.0,2025-12-22 15:10:00+00:00,2025-12-22 15:15:00+00:00,SIGNAL,True,2025-12-22 15:55:00+00:00,89824.55,89050.1,90599.0,2025-12-22 17:10:00+00:00,89050.1,SL_RANGE_EDGE,-0.00862180773519039,-4.710903867595196,75.0
1h,reference_validation,ASIA_TO_LONDON,2025-12-23,88904.9,86976.6,87940.75,2025-12-23 08:00:00+00:00,2025-12-23 13:30:00+00:00,,,,,,,NO_RETEST,False,,,,,,,NO_RETEST,,,
1h,reference_validation,LONDON_TO_NEWYORK,2025-12-23,87914.0,87256.3,87585.15,2025-12-23 13:30:00+00:00,2025-12-23 20:00:00+00:00,SIGNAL,LONG,HIGH,0.0,2025-12-23 13:30:00+00:00,2025-12-23 13:35:00+00:00,SIGNAL,True,2025-12-23 13:35:00+00:00,87585.15,87256.3,87914.0,2025-12-23 14:40:00+00:00,87256.3,SL_RANGE_EDGE,-0.003754631921050411,-2.2773159605252054,65.0
1h,reference_validation,ASIA_TO_LONDON,2025-12-24,87849.9,86738.8,87294.35,2025-12-24 08:00:00+00:00,2025-12-24 13:30:00+00:00,,SHORT,LOW,,2025-12-24 08:00:00+00:00,2025-12-24 08:05:00+00:00,SIGNAL,False,,,87849.9,86738.8,,,RANGE_BROKE_BEFORE_FILL,,,
1h,reference_validation,LONDON_TO_NEWYORK,2025-12-24,87450.0,86671.7,87060.85,2025-12-24 13:30:00+00:00,2025-12-24 20:00:00+00:00,SIGNAL,LONG,HIGH,0.0,2025-12-24 13:30:00+00:00,2025-12-24 13:35:00+00:00,SIGNAL,True,2025-12-24 13:35:00+00:00,87060.85,86671.7,87450.0,2025-12-24 14:35:00+00:00,86671.7,SL_RANGE_EDGE,-0.004469862171113781,-2.6349310855568904,60.0
1h,reference_validation,ASIA_TO_LONDON,2025-12-25,87933.5,87466.9,87700.2,2025-12-25 08:00:00+00:00,2025-12-25 13:30:00+00:00,SIGNAL,LONG,HIGH,0.0,2025-12-25 08:00:00+00:00,2025-12-25 08:05:00+00:00,SIGNAL,True,2025-12-25 08:15:00+00:00,87700.2,87466.9,87933.5,2025-12-25 08:20:00+00:00,87466.9,SL_RANGE_EDGE,-0.0026601991785651924,-1.730099589282596,5.0
1h,reference_validation,LONDON_TO_NEWYORK,2025-12-25,87858.8,87219.0,87538.9,2025-12-25 13:30:00+00:00,2025-12-25 20:00:00+00:00,SIGNAL,LONG,HIGH,8.0,2025-12-25 14:10:00+00:00,2025-12-25 14:15:00+00:00,SIGNAL,True,2025-12-25 14:25:00+00:00,87538.9,87219.0,87858.8,2025-12-25 15:25:00+00:00,87858.8,TP_RANGE_EDGE,0.0036543753691216097,1.427187684560805,60.0
1h,reference_validation,ASIA_TO_LONDON,2025-12-26,89557.6,86824.8,88191.20000000001,2025-12-26 08:00:00+00:00,2025-12-26 13:30:00+00:00,,,,,,,NO_RETEST,False,,,,,,,NO_RETEST,,,
1h,reference_validation,LONDON_TO_NEWYORK,2025-12-26,88888.0,88380.0,88634.0,2025-12-26 13:30:00+00:00,2025-12-26 20:00:00+00:00,,LONG,HIGH,,2025-12-26 13:30:00+00:00,2025-12-26 13:35:00+00:00,SIGNAL,False,,,88380.0,88888.0,,,RANGE_BROKE_BEFORE_FILL,,,
1h,reference_validation,ASIA_TO_LONDON,2025-12-29,90373.4,87778.5,89075.95,2025-12-29 08:00:00+00:00,2025-12-29 13:30:00+00:00,,SHORT,LOW,,2025-12-29 09:45:00+00:00,2025-12-29 09:50:00+00:00,SIGNAL,False,,,90373.4,87778.5,,,RANGE_BROKE_BEFORE_FILL,,,
1h,reference_validation,LONDON_TO_NEWYORK,2025-12-29,89791.5,86760.0,88275.75,2025-12-29 13:30:00+00:00,2025-12-29 20:00:00+00:00,,,,,,,NO_RETEST,False,,,,,,,NO_RETEST,,,
1h,reference_validation,ASIA_TO_LONDON,2025-12-30,87581.4,86789.0,87185.2,2025-12-30 08:00:00+00:00,2025-12-30 13:30:00+00:00,,,,,,,BREAK_BEFORE_RETEST,False,,,,,,,BREAK_BEFORE_RETEST,,,
1h,reference_validation,LONDON_TO_NEWYORK,2025-12-30,88190.6,87455.5,87823.05,2025-12-30 13:30:00+00:00,2025-12-30 20:00:00+00:00,SIGNAL,LONG,HIGH,0.0,2025-12-30 13:30:00+00:00,2025-12-30 13:35:00+00:00,SIGNAL,True,2025-12-30 14:00:00+00:00,87823.05,87455.5,88190.6,2025-12-30 14:20:00+00:00,88190.6,TP_RANGE_EDGE,0.0041851199656581795,1.6925599828290898,20.0
1h,reference_validation,ASIA_TO_LONDON,2025-12-31,88780.0,88134.9,88457.45,2025-12-31 08:00:00+00:00,2025-12-31 13:30:00+00:00,SIGNAL,LONG,HIGH,0.0,2025-12-31 08:00:00+00:00,2025-12-31 08:05:00+00:00,SIGNAL,True,2025-12-31 08:35:00+00:00,88457.45,88134.9,88780.0,2025-12-31 10:10:00+00:00,88780.0,TP_RANGE_EDGE,0.0036463859177491287,1.4231929588745644,95.0
1h,reference_validation,LONDON_TO_NEWYORK,2025-12-31,89000.0,88339.9,88669.95,2025-12-31 13:30:00+00:00,2025-12-31 20:00:00+00:00,,LONG,HIGH,,2025-12-31 13:50:00+00:00,2025-12-31 13:55:00+00:00,SIGNAL,False,,,88339.9,89000.0,,,RANGE_BROKE_BEFORE_FILL,,,
1h,reference_validation,ASIA_TO_LONDON,2026-01-01,88065.0,87508.4,87786.7,2026-01-01 08:00:00+00:00,2026-01-01 13:30:00+00:00,SIGNAL,SHORT,LOW,0.0,2026-01-01 08:00:00+00:00,2026-01-01 08:05:00+00:00,SIGNAL,True,2026-01-01 08:05:00+00:00,87786.7,88065.0,87508.4,2026-01-01 13:30:00+00:00,87938.1,TIME_EXIT_SESSION_END,-0.0017246348250932186,-1.2623174125466092,325.0
1h,reference_validation,LONDON_TO_NEWYORK,2026-01-01,88000.0,87590.0,87795.0,2026-01-01 13:30:00+00:00,2026-01-01 20:00:00+00:00,SIGNAL,LONG,HIGH,0.0,2026-01-01 13:30:00+00:00,2026-01-01 13:35:00+00:00,SIGNAL,True,2026-01-01 14:00:00+00:00,87795.0,87590.0,88000.0,2026-01-01 15:15:00+00:00,88000.0,TP_RANGE_EDGE,0.002334984908024307,0.7674924540121534,75.0
1h,reference_validation,ASIA_TO_LONDON,2026-01-02,89088.0,88324.4,88706.2,2026-01-02 08:00:00+00:00,2026-01-02 13:30:00+00:00,,LONG,HIGH,,2026-01-02 08:05:00+00:00,2026-01-02 08:10:00+00:00,SIGNAL,False,,,88324.4,89088.0,,,RANGE_BROKE_BEFORE_FILL,,,
1h,reference_validation,LONDON_TO_NEWYORK,2026-01-02,89900.0,88780.0,89340.0,2026-01-02 13:30:00+00:00,2026-01-02 20:00:00+00:00,,SHORT,LOW,,2026-01-02 14:15:00+00:00,2026-01-02 14:20:00+00:00,SIGNAL,False,,,89900.0,88780.0,,,RANGE_BROKE_BEFORE_FILL,,,
1h,reference_validation,ASIA_TO_LONDON,2026-01-05,93382.5,91476.5,92429.5,2026-01-05 08:00:00+00:00,2026-01-05 13:30:00+00:00,,,,,,,NO_RETEST,False,,,,,,,NO_RETEST,,,
1h,reference_validation,LONDON_TO_NEWYORK,2026-01-05,93186.0,92292.0,92739.0,2026-01-05 13:30:00+00:00,2026-01-05 20:00:00+00:00,,SHORT,LOW,,2026-01-05 14:35:00+00:00,2026-01-05 14:40:00+00:00,SIGNAL,False,,,93186.0,92292.0,,,RANGE_BROKE_BEFORE_FILL,,,
1h,reference_validation,ASIA_TO_LONDON,2026-01-06,94125.1,93088.0,93606.55,2026-01-06 08:00:00+00:00,2026-01-06 13:30:00+00:00,SIGNAL,SHORT,LOW,0.0,2026-01-06 08:00:00+00:00,2026-01-06 08:05:00+00:00,SIGNAL,True,2026-01-06 10:10:00+00:00,93606.55,94125.1,93088.0,2026-01-06 13:30:00+00:00,93687.5,TIME_EXIT_SESSION_END,-0.0008647899105351797,-0.8323949552675899,200.0
1h,reference_validation,LONDON_TO_NEWYORK,2026-01-06,93950.0,93130.4,93540.2,2026-01-06 13:30:00+00:00,2026-01-06 20:00:00+00:00,,LONG,HIGH,,2026-01-06 14:00:00+00:00,2026-01-06 14:05:00+00:00,SIGNAL,False,,,93130.4,93950.0,,,RANGE_BROKE_BEFORE_FILL,,,
1h,reference_validation,ASIA_TO_LONDON,2026-01-07,93708.1,92202.9,92955.5,2026-01-07 08:00:00+00:00,2026-01-07 13:30:00+00:00,,SHORT,LOW,,2026-01-07 09:10:00+00:00,2026-01-07 09:15:00+00:00,SIGNAL,False,,,93708.1,92202.9,,,RANGE_BROKE_BEFORE_FILL,,,
1h,reference_validation,LONDON_TO_NEWYORK,2026-01-07,92928.0,91549.9,92238.95,2026-01-07 13:30:00+00:00,2026-01-07 20:00:00+00:00,,SHORT,LOW,,2026-01-07 14:00:00+00:00,2026-01-07 14:05:00+00:00,SIGNAL,False,,,92928.0,91549.9,,,RANGE_BROKE_BEFORE_FILL,,,
1h,reference_validation,ASIA_TO_LONDON,2026-01-08,91666.0,89588.1,90627.05,2026-01-08 08:00:00+00:00,2026-01-08 13:30:00+00:00,,SHORT,LOW,,2026-01-08 10:00:00+00:00,2026-01-08 10:05:00+00:00,SIGNAL,False,,,91666.0,89588.1,,,NO_FILL_MIDPOINT,,,
1h,reference_validation,LONDON_TO_NEWYORK,2026-01-08,90741.2,89733.6,90237.4,2026-01-08 13:30:00+00:00,2026-01-08 20:00:00+00:00,,SHORT,LOW,,2026-01-08 13:30:00+00:00,2026-01-08 13:35:00+00:00,SIGNAL,False,,,90741.2,89733.6,,,RANGE_BROKE_BEFORE_FILL,,,
1h,reference_validation,ASIA_TO_LONDON,2026-01-09,91600.0,90704.0,91152.0,2026-01-09 08:00:00+00:00,2026-01-09 13:30:00+00:00,,,,,,,BREAK_BEFORE_RETEST,False,,,,,,,BREAK_BEFORE_RETEST,,,
1h,reference_validation,LONDON_TO_NEWYORK,2026-01-09,90812.0,89632.8,90222.4,2026-01-09 13:30:00+00:00,2026-01-09 20:00:00+00:00,SIGNAL,LONG,HIGH,0.0,2026-01-09 13:30:00+00:00,2026-01-09 13:35:00+00:00,SIGNAL,True,2026-01-09 14:10:00+00:00,90222.4,89632.8,90812.0,2026-01-09 15:20:00+00:00,90812.0,TP_RANGE_EDGE,0.006534962492684704,2.867481246342352,70.0
1h,reference_validation,ASIA_TO_LONDON,2026-01-12,92488.0,90642.0,91565.0,2026-01-12 08:00:00+00:00,2026-01-12 13:30:00+00:00,,SHORT,LOW,,2026-01-12 08:35:00+00:00,2026-01-12 08:40:00+00:00,SIGNAL,False,,,92488.0,90642.0,,,RANGE_BROKE_BEFORE_FILL,,,
1h,reference_validation,LONDON_TO_NEWYORK,2026-01-12,91586.5,90319.4,90952.95,2026-01-12 13:30:00+00:00,2026-01-12 20:00:00+00:00,,SHORT,LOW,,2026-01-12 14:15:00+00:00,2026-01-12 14:20:00+00:00,SIGNAL,False,,,91586.5,90319.4,,,RANGE_BROKE_BEFORE_FILL,,,
1h,reference_validation,ASIA_TO_LONDON,2026-01-13,92258.0,91011.0,91634.5,2026-01-13 08:00:00+00:00,2026-01-13 13:30:00+00:00,,LONG,HIGH,,2026-01-13 08:35:00+00:00,2026-01-13 08:40:00+00:00,SIGNAL,False,,,91011.0,92258.0,,,RANGE_BROKE_BEFORE_FILL,,,
1h,reference_validation,LONDON_TO_NEWYORK,2026-01-13,92676.6,91850.6,92263.6,2026-01-13 13:30:00+00:00,2026-01-13 20:00:00+00:00,,,,,,,AMBIGUOUS_BOTH_ZONES,False,,,,,,,AMBIGUOUS_BOTH_ZONES,,,
1h,reference_validation,ASIA_TO_LONDON,2026-01-14,95755.0,94413.4,95084.2,2026-01-14 08:00:00+00:00,2026-01-14 13:30:00+00:00,,,,,,,NO_RETEST,False,,,,,,,NO_RETEST,,,
1h,reference_validation,LONDON_TO_NEWYORK,2026-01-14,95288.0,94643.0,94965.5,2026-01-14 13:30:00+00:00,2026-01-14 20:00:00+00:00,SIGNAL,LONG,HIGH,0.0,2026-01-14 13:30:00+00:00,2026-01-14 13:35:00+00:00,SIGNAL,True,2026-01-14 13:45:00+00:00,94965.5,94643.0,95288.0,2026-01-14 14:05:00+00:00,95288.0,TP_RANGE_EDGE,0.0033959701154628874,1.2979850577314438,20.0
1h,reference_validation,ASIA_TO_LONDON,2026-01-15,96960.9,95733.1,96347.0,2026-01-15 08:00:00+00:00,2026-01-15 13:30:00+00:00,,LONG,HIGH,,2026-01-15 09:25:00+00:00,2026-01-15 09:30:00+00:00,SIGNAL,False,,,95733.1,96960.9,,,RANGE_BROKE_BEFORE_FILL,,,
