clock,side,partition,reference_start,execution_start,H,L,k1,clean,leave_bar,eligible_start,terminal,terminal_bar
RAW_0530,LONG,reference_validation,2025-08-27 05:30:00+00:00,2025-08-27 11:00:00+00:00,4626.0,4553.0,2025-08-27 13:40:00+00:00,True,2025-08-27 13:55:00+00:00,2025-08-27 14:00:00+00:00,H2,2025-08-27 14:25:00+00:00
SHORT_2000,SHORT,reference_validation,2025-08-28 20:00:00+00:00,2025-08-29 01:30:00+00:00,4514.66,4425.0,2025-08-29 07:00:00+00:00,False,,,BREAK_DURING_K1,2025-08-29 07:05:00+00:00
RAW_2330,LONG,reference_validation,2025-08-31 23:30:00+00:00,2025-09-01 05:00:00+00:00,4429.91,4356.61,2025-09-01 07:30:00+00:00,True,2025-09-01 07:35:00+00:00,2025-09-01 07:40:00+00:00,H2,2025-09-01 07:45:00+00:00
RAW_2330,LONG,reference_validation,2025-09-02 23:30:00+00:00,2025-09-03 05:00:00+00:00,4354.0,4281.0,2025-09-03 10:00:00+00:00,True,2025-09-03 10:05:00+00:00,2025-09-03 10:10:00+00:00,H2,2025-09-03 10:10:00+00:00
ALT_0330,LONG,reference_validation,2025-09-03 03:30:00+00:00,2025-09-03 09:00:00+00:00,4340.9,4285.0,2025-09-03 09:45:00+00:00,False,,,BREAK_DURING_K1,2025-09-03 09:50:00+00:00
RAW_0530,LONG,reference_validation,2025-09-03 05:30:00+00:00,2025-09-03 11:00:00+00:00,4375.88,4285.0,2025-09-03 11:05:00+00:00,True,2025-09-03 11:20:00+00:00,2025-09-03 11:25:00+00:00,H2,2025-09-03 11:35:00+00:00
SHORT_2000,SHORT,reference_validation,2025-09-03 20:00:00+00:00,2025-09-04 01:30:00+00:00,4480.99,4437.1,2025-09-04 02:30:00+00:00,False,,,BREAK_DURING_K1,2025-09-04 02:35:00+00:00
ALT_0330,LONG,reference_validation,2025-09-04 03:30:00+00:00,2025-09-04 09:00:00+00:00,4413.22,4353.36,2025-09-04 10:20:00+00:00,True,2025-09-04 10:25:00+00:00,2025-09-04 10:30:00+00:00,H2,2025-09-04 10:30:00+00:00
RAW_2330,LONG,reference_validation,2025-09-07 23:30:00+00:00,2025-09-08 05:00:00+00:00,4329.5,4276.21,2025-09-08 09:15:00+00:00,True,2025-09-08 09:20:00+00:00,2025-09-08 09:25:00+00:00,H2,2025-09-08 10:20:00+00:00
SHORT_2000,SHORT,reference_validation,2025-09-07 20:00:00+00:00,2025-09-08 01:30:00+00:00,4336.05,4279.02,2025-09-08 02:20:00+00:00,True,2025-09-08 02:30:00+00:00,2025-09-08 02:35:00+00:00,NO_H2,
ALT_0330,LONG,reference_validation,2025-09-08 03:30:00+00:00,2025-09-08 09:00:00+00:00,4329.5,4284.77,2025-09-08 09:15:00+00:00,True,2025-09-08 09:20:00+00:00,2025-09-08 09:25:00+00:00,H2,2025-09-08 10:20:00+00:00
LONDON,LONG,reference_validation,2025-09-08 08:00:00+00:00,2025-09-08 13:30:00+00:00,4362.02,4285.78,2025-09-08 15:10:00+00:00,False,,,BREAK_DURING_K1,2025-09-08 15:15:00+00:00
SHORT_2000,SHORT,reference_validation,2025-09-08 20:00:00+00:00,2025-09-09 01:30:00+00:00,4331.0,4280.22,2025-09-09 01:35:00+00:00,True,2025-09-09 01:40:00+00:00,2025-09-09 01:45:00+00:00,H2,2025-09-09 02:05:00+00:00
RAW_2330,LONG,reference_validation,2025-09-10 23:30:00+00:00,2025-09-11 05:00:00+00:00,4417.45,4336.59,2025-09-11 05:35:00+00:00,False,,,BREAK_DURING_K1,2025-09-11 05:50:00+00:00
ALT_0330,LONG,reference_validation,2025-09-12 03:30:00+00:00,2025-09-12 09:00:00+00:00,4562.0,4486.05,2025-09-12 14:05:00+00:00,True,2025-09-12 14:10:00+00:00,2025-09-12 14:15:00+00:00,H2,2025-09-12 14:15:00+00:00
SHORT_2000,SHORT,reference_validation,2025-09-15 20:00:00+00:00,2025-09-16 01:30:00+00:00,4536.31,4486.04,2025-09-16 04:15:00+00:00,True,2025-09-16 04:20:00+00:00,2025-09-16 04:25:00+00:00,NO_H2,
RAW_2330,LONG,reference_validation,2025-09-16 23:30:00+00:00,2025-09-17 05:00:00+00:00,4551.49,4461.38,2025-09-17 07:20:00+00:00,True,2025-09-17 07:25:00+00:00,2025-09-17 07:30:00+00:00,NO_H2,
RAW_0530,LONG,reference_validation,2025-09-18 05:30:00+00:00,2025-09-18 11:00:00+00:00,4606.49,4551.75,2025-09-18 14:10:00+00:00,False,,,BREAK_DURING_K1,2025-09-18 14:15:00+00:00
SHORT_2000,SHORT,reference_validation,2025-09-21 20:00:00+00:00,2025-09-22 01:30:00+00:00,4492.92,4318.38,2025-09-22 02:00:00+00:00,True,2025-09-22 02:05:00+00:00,2025-09-22 02:10:00+00:00,H2,2025-09-22 02:20:00+00:00
LONDON,LONG,reference_validation,2025-09-22 08:00:00+00:00,2025-09-22 13:30:00+00:00,4215.25,4135.0,2025-09-22 14:20:00+00:00,True,2025-09-22 14:35:00+00:00,2025-09-22 14:40:00+00:00,OPPOSITE,2025-09-22 19:55:00+00:00
RAW_2330,LONG,reference_validation,2025-09-22 23:30:00+00:00,2025-09-23 05:00:00+00:00,4209.99,4112.43,2025-09-23 06:35:00+00:00,True,2025-09-23 06:40:00+00:00,2025-09-23 06:45:00+00:00,H2,2025-09-23 06:45:00+00:00
RAW_2330,LONG,reference_validation,2025-09-23 23:30:00+00:00,2025-09-24 05:00:00+00:00,4193.0,4070.0,2025-09-24 11:10:00+00:00,True,2025-09-24 11:20:00+00:00,2025-09-24 11:25:00+00:00,NO_H2,
ALT_0330,LONG,reference_validation,2025-09-24 03:30:00+00:00,2025-09-24 09:00:00+00:00,4182.72,4070.0,2025-09-24 09:35:00+00:00,True,2025-09-24 09:40:00+00:00,2025-09-24 09:45:00+00:00,H2,2025-09-24 11:10:00+00:00
SHORT_2000,SHORT,reference_validation,2025-09-24 20:00:00+00:00,2025-09-25 01:30:00+00:00,4169.6,4094.27,2025-09-25 01:30:00+00:00,False,,,BREAK_DURING_K1,2025-09-25 01:35:00+00:00
LONDON,LONG,reference_validation,2025-09-26 08:00:00+00:00,2025-09-26 13:30:00+00:00,3961.0,3871.0,2025-09-26 13:45:00+00:00,False,,,BREAK_DURING_K1,2025-09-26 13:50:00+00:00
ALT_0330,LONG,reference_validation,2025-09-29 03:30:00+00:00,2025-09-29 09:00:00+00:00,4135.0,4086.23,2025-09-29 09:25:00+00:00,True,2025-09-29 09:30:00+00:00,2025-09-29 09:35:00+00:00,H2,2025-09-29 09:35:00+00:00
SHORT_2000,SHORT,reference_validation,2025-09-29 20:00:00+00:00,2025-09-30 01:30:00+00:00,4246.87,4179.41,2025-09-30 05:10:00+00:00,False,,,BREAK_DURING_K1,2025-09-30 05:15:00+00:00
ALT_0330,LONG,reference_validation,2025-10-01 03:30:00+00:00,2025-10-01 09:00:00+00:00,4329.0,4121.33,2025-10-01 14:30:00+00:00,False,,,BREAK_DURING_K1,2025-10-01 14:35:00+00:00
RAW_0530,LONG,reference_validation,2025-10-01 05:30:00+00:00,2025-10-01 11:00:00+00:00,4329.0,4121.33,2025-10-01 14:30:00+00:00,False,,,BREAK_DURING_K1,2025-10-01 14:35:00+00:00
LONDON,LONG,reference_validation,2025-10-01 08:00:00+00:00,2025-10-01 13:30:00+00:00,4329.0,4141.37,2025-10-01 14:30:00+00:00,False,,,BREAK_DURING_K1,2025-10-01 14:35:00+00:00
LONDON,LONG,reference_validation,2025-10-02 08:00:00+00:00,2025-10-02 13:30:00+00:00,4416.96,4366.34,2025-10-02 14:00:00+00:00,True,2025-10-02 14:10:00+00:00,2025-10-02 14:15:00+00:00,H2,2025-10-02 14:25:00+00:00
RAW_0530,LONG,reference_validation,2025-10-03 05:30:00+00:00,2025-10-03 11:00:00+00:00,4493.08,4426.0,2025-10-03 13:30:00+00:00,True,2025-10-03 13:35:00+00:00,2025-10-03 13:40:00+00:00,H2,2025-10-03 15:20:00+00:00
LONDON,LONG,reference_validation,2025-10-03 08:00:00+00:00,2025-10-03 13:30:00+00:00,4493.08,4426.0,2025-10-03 13:30:00+00:00,True,2025-10-03 13:35:00+00:00,2025-10-03 13:40:00+00:00,H2,2025-10-03 15:20:00+00:00
RAW_2330,LONG,reference_validation,2025-10-05 23:30:00+00:00,2025-10-06 05:00:00+00:00,4551.74,4486.05,2025-10-06 06:15:00+00:00,True,2025-10-06 06:20:00+00:00,2025-10-06 06:25:00+00:00,H2,2025-10-06 06:25:00+00:00
ALT_0330,LONG,reference_validation,2025-10-06 03:30:00+00:00,2025-10-06 09:00:00+00:00,4576.58,4507.63,2025-10-06 10:00:00+00:00,True,2025-10-06 10:05:00+00:00,2025-10-06 10:10:00+00:00,H2,2025-10-06 11:25:00+00:00
RAW_2330,LONG,reference_validation,2025-10-07 23:30:00+00:00,2025-10-08 05:00:00+00:00,4497.05,4408.69,2025-10-08 10:35:00+00:00,True,2025-10-08 10:45:00+00:00,2025-10-08 10:50:00+00:00,H2,2025-10-08 10:55:00+00:00
SHORT_2000,SHORT,reference_validation,2025-10-07 20:00:00+00:00,2025-10-08 01:30:00+00:00,4514.66,4422.44,2025-10-08 04:10:00+00:00,True,2025-10-08 04:15:00+00:00,2025-10-08 04:20:00+00:00,H2,2025-10-08 05:25:00+00:00
ALT_0330,LONG,reference_validation,2025-10-08 03:30:00+00:00,2025-10-08 09:00:00+00:00,4494.38,4408.69,2025-10-08 10:35:00+00:00,False,,,BREAK_DURING_K1,2025-10-08 10:45:00+00:00
RAW_0530,LONG,reference_validation,2025-10-08 05:30:00+00:00,2025-10-08 11:00:00+00:00,4502.97,4418.58,2025-10-08 11:10:00+00:00,True,2025-10-08 11:15:00+00:00,2025-10-08 11:20:00+00:00,H2,2025-10-08 14:00:00+00:00
SHORT_2000,SHORT,reference_validation,2025-10-08 20:00:00+00:00,2025-10-09 01:30:00+00:00,4537.73,4469.36,2025-10-09 01:30:00+00:00,False,,,BREAK_DURING_K1,2025-10-09 01:35:00+00:00
SHORT_2000,SHORT,reference_validation,2025-10-09 20:00:00+00:00,2025-10-10 01:30:00+00:00,4392.0,4325.3,2025-10-10 05:05:00+00:00,True,2025-10-10 05:10:00+00:00,2025-10-10 05:15:00+00:00,H2,2025-10-10 06:45:00+00:00
RAW_0530,LONG,reference_validation,2025-10-14 05:30:00+00:00,2025-10-14 11:00:00+00:00,4102.48,3885.09,2025-10-14 16:15:00+00:00,False,,,BREAK_DURING_K1,2025-10-14 16:20:00+00:00
LONDON,LONG,reference_validation,2025-10-14 08:00:00+00:00,2025-10-14 13:30:00+00:00,4013.42,3885.09,2025-10-14 14:15:00+00:00,True,2025-10-14 14:20:00+00:00,2025-10-14 14:25:00+00:00,H2,2025-10-14 15:40:00+00:00
RAW_2330,LONG,reference_validation,2025-10-14 23:30:00+00:00,2025-10-15 05:00:00+00:00,4144.49,4059.0,2025-10-15 08:20:00+00:00,False,,,BREAK_DURING_K1,2025-10-15 08:25:00+00:00
RAW_0530,LONG,reference_validation,2025-10-16 05:30:00+00:00,2025-10-16 11:00:00+00:00,4077.54,3937.3,2025-10-16 12:00:00+00:00,True,2025-10-16 12:05:00+00:00,2025-10-16 12:10:00+00:00,OPPOSITE,2025-10-16 15:45:00+00:00
SHORT_2000,SHORT,reference_validation,2025-10-20 20:00:00+00:00,2025-10-21 01:30:00+00:00,4001.96,3952.14,2025-10-21 01:35:00+00:00,True,2025-10-21 01:40:00+00:00,2025-10-21 01:45:00+00:00,H2,2025-10-21 01:45:00+00:00
ALT_0330,LONG,reference_validation,2025-10-24 03:30:00+00:00,2025-10-24 09:00:00+00:00,3988.0,3876.8,2025-10-24 12:30:00+00:00,True,2025-10-24 12:35:00+00:00,2025-10-24 12:40:00+00:00,NO_H2,
SHORT_2000,SHORT,reference_validation,2025-10-29 20:00:00+00:00,2025-10-30 01:30:00+00:00,3962.55,3871.17,2025-10-30 04:15:00+00:00,False,,,BREAK_DURING_K1,2025-10-30 04:20:00+00:00
ALT_0330,LONG,reference_validation,2025-10-31 03:30:00+00:00,2025-10-31 09:00:00+00:00,3872.0,3815.53,2025-10-31 11:50:00+00:00,False,,,BREAK_DURING_K1,2025-10-31 11:55:00+00:00
SHORT_2000,SHORT,reference_validation,2025-11-02 20:00:00+00:00,2025-11-03 01:30:00+00:00,3915.0,3838.41,2025-11-03 01:35:00+00:00,False,,,BREAK_DURING_K1,2025-11-03 01:50:00+00:00
LONDON,LONG,reference_validation,2025-11-03 08:00:00+00:00,2025-11-03 13:30:00+00:00,3739.98,3650.13,2025-11-03 14:05:00+00:00,True,2025-11-03 14:10:00+00:00,2025-11-03 14:15:00+00:00,OPPOSITE,2025-11-03 15:25:00+00:00
RAW_0530,LONG,reference_validation,2025-11-04 05:30:00+00:00,2025-11-04 11:00:00+00:00,3560.98,3460.0,2025-11-04 14:55:00+00:00,False,,,BREAK_DURING_K1,2025-11-04 15:00:00+00:00
RAW_2330,LONG,reference_validation,2025-11-04 23:30:00+00:00,2025-11-05 05:00:00+00:00,3347.75,3165.41,2025-11-05 05:10:00+00:00,True,2025-11-05 05:20:00+00:00,2025-11-05 05:25:00+00:00,NO_H2,
LONDON,LONG,reference_validation,2025-11-05 08:00:00+00:00,2025-11-05 13:30:00+00:00,3359.02,3272.24,2025-11-05 13:40:00+00:00,False,,,BREAK_DURING_K1,2025-11-05 13:50:00+00:00
RAW_2330,LONG,reference_validation,2025-11-06 23:30:00+00:00,2025-11-07 05:00:00+00:00,3364.0,3273.04,2025-11-07 05:50:00+00:00,False,,,BREAK_DURING_K1,2025-11-07 05:55:00+00:00
RAW_2330,LONG,reference_validation,2025-11-11 23:30:00+00:00,2025-11-12 05:00:00+00:00,3454.68,3407.45,2025-11-12 05:25:00+00:00,True,2025-11-12 05:30:00+00:00,2025-11-12 05:35:00+00:00,H2,2025-11-12 06:15:00+00:00
LONDON,LONG,reference_validation,2025-11-14 08:00:00+00:00,2025-11-14 13:30:00+00:00,3217.8,3068.0,2025-11-14 14:45:00+00:00,True,2025-11-14 14:55:00+00:00,2025-11-14 15:00:00+00:00,H2,2025-11-14 15:45:00+00:00
ALT_0330,LONG,reference_validation,2025-11-17 03:30:00+00:00,2025-11-17 09:00:00+00:00,3209.77,3165.0,2025-11-17 09:15:00+00:00,True,2025-11-17 09:20:00+00:00,2025-11-17 09:25:00+00:00,H2,2025-11-17 11:30:00+00:00
SHORT_2000,SHORT,reference_validation,2025-11-17 20:00:00+00:00,2025-11-18 01:30:00+00:00,3049.0,2958.0,2025-11-18 03:00:00+00:00,True,2025-11-18 03:10:00+00:00,2025-11-18 03:15:00+00:00,H2,2025-11-18 03:30:00+00:00
ALT_0330,LONG,reference_validation,2025-11-18 03:30:00+00:00,2025-11-18 09:00:00+00:00,3066.89,2951.69,2025-11-18 10:15:00+00:00,True,2025-11-18 10:20:00+00:00,2025-11-18 10:25:00+00:00,H2,2025-11-18 10:30:00+00:00
RAW_0530,LONG,reference_validation,2025-11-18 05:30:00+00:00,2025-11-18 11:00:00+00:00,3071.98,2972.28,2025-11-18 11:20:00+00:00,True,2025-11-18 11:25:00+00:00,2025-11-18 11:30:00+00:00,H2,2025-11-18 14:30:00+00:00
SHORT_2000,SHORT,reference_validation,2025-11-18 20:00:00+00:00,2025-11-19 01:30:00+00:00,3149.46,3075.22,2025-11-19 03:35:00+00:00,False,,,BREAK_DURING_K1,2025-11-19 03:45:00+00:00
RAW_2330,LONG,reference_validation,2025-11-19 23:30:00+00:00,2025-11-20 05:00:00+00:00,3057.0,3003.41,2025-11-20 05:05:00+00:00,True,2025-11-20 05:10:00+00:00,2025-11-20 05:15:00+00:00,OPPOSITE,2025-11-20 09:45:00+00:00
RAW_0530,LONG,reference_validation,2025-11-20 05:30:00+00:00,2025-11-20 11:00:00+00:00,3043.81,2990.47,2025-11-20 13:30:00+00:00,True,2025-11-20 13:35:00+00:00,2025-11-20 13:40:00+00:00,OPPOSITE,2025-11-20 14:00:00+00:00
LONDON,LONG,reference_validation,2025-11-20 08:00:00+00:00,2025-11-20 13:30:00+00:00,3043.68,2990.47,2025-11-20 13:30:00+00:00,True,2025-11-20 13:35:00+00:00,2025-11-20 13:40:00+00:00,OPPOSITE,2025-11-20 14:00:00+00:00
LONDON,LONG,reference_validation,2025-11-21 08:00:00+00:00,2025-11-21 13:30:00+00:00,2760.87,2620.0,2025-11-21 13:45:00+00:00,True,2025-11-21 13:55:00+00:00,2025-11-21 14:00:00+00:00,H2,2025-11-21 14:30:00+00:00
LONDON,LONG,reference_validation,2025-11-24 08:00:00+00:00,2025-11-24 13:30:00+00:00,2841.92,2786.01,2025-11-24 14:35:00+00:00,True,2025-11-24 14:40:00+00:00,2025-11-24 14:45:00+00:00,H2,2025-11-24 15:30:00+00:00
LONDON,LONG,reference_validation,2025-11-26 08:00:00+00:00,2025-11-26 13:30:00+00:00,2949.25,2887.09,2025-11-26 16:15:00+00:00,False,,,BREAK_DURING_K1,2025-11-26 16:20:00+00:00
SHORT_2000,SHORT,reference_validation,2025-11-27 20:00:00+00:00,2025-11-28 01:30:00+00:00,3043.5,2993.1,2025-11-28 01:50:00+00:00,True,2025-11-28 01:55:00+00:00,2025-11-28 02:00:00+00:00,NO_H2,
ALT_0330,LONG,reference_validation,2025-11-28 03:30:00+00:00,2025-11-28 09:00:00+00:00,3080.0,2998.4,2025-11-28 13:45:00+00:00,True,2025-11-28 13:50:00+00:00,2025-11-28 13:55:00+00:00,H2,2025-11-28 14:20:00+00:00
RAW_0530,LONG,reference_validation,2025-11-28 05:30:00+00:00,2025-11-28 11:00:00+00:00,3080.0,2998.4,2025-11-28 13:45:00+00:00,True,2025-11-28 13:50:00+00:00,2025-11-28 13:55:00+00:00,H2,2025-11-28 14:20:00+00:00
LONDON,LONG,reference_validation,2025-11-28 08:00:00+00:00,2025-11-28 13:30:00+00:00,3080.0,2999.7,2025-11-28 13:45:00+00:00,True,2025-11-28 13:50:00+00:00,2025-11-28 13:55:00+00:00,H2,2025-11-28 14:20:00+00:00
SHORT_2000,SHORT,reference_validation,2025-11-30 20:00:00+00:00,2025-12-01 01:30:00+00:00,3040.0,2830.0,2025-12-01 02:35:00+00:00,True,2025-12-01 02:40:00+00:00,2025-12-01 02:45:00+00:00,H2,2025-12-01 03:05:00+00:00
ALT_0330,LONG,reference_validation,2025-12-01 03:30:00+00:00,2025-12-01 09:00:00+00:00,2844.72,2805.55,2025-12-01 09:00:00+00:00,True,2025-12-01 09:10:00+00:00,2025-12-01 09:15:00+00:00,H2,2025-12-01 10:05:00+00:00
LONDON,LONG,reference_validation,2025-12-02 08:00:00+00:00,2025-12-02 13:30:00+00:00,2843.85,2780.6,2025-12-02 13:55:00+00:00,False,,,BREAK_DURING_K1,2025-12-02 14:05:00+00:00
ALT_0330,LONG,reference_validation,2025-12-03 03:30:00+00:00,2025-12-03 09:00:00+00:00,3084.34,3028.05,2025-12-03 12:20:00+00:00,True,2025-12-03 12:25:00+00:00,2025-12-03 12:30:00+00:00,H2,2025-12-03 13:00:00+00:00
RAW_0530,LONG,reference_validation,2025-12-03 05:30:00+00:00,2025-12-03 11:00:00+00:00,3084.34,3041.95,2025-12-03 12:20:00+00:00,True,2025-12-03 12:25:00+00:00,2025-12-03 12:30:00+00:00,H2,2025-12-03 13:00:00+00:00
RAW_2330,LONG,reference_validation,2025-12-07 23:30:00+00:00,2025-12-08 05:00:00+00:00,3137.02,3034.32,2025-12-08 05:35:00+00:00,True,2025-12-08 05:40:00+00:00,2025-12-08 05:45:00+00:00,H2,2025-12-08 05:50:00+00:00
SHORT_2000,SHORT,reference_validation,2025-12-08 20:00:00+00:00,2025-12-09 01:30:00+00:00,3152.0,3103.61,2025-12-09 01:30:00+00:00,True,2025-12-09 01:40:00+00:00,2025-12-09 01:45:00+00:00,H2,2025-12-09 01:45:00+00:00
RAW_2330,LONG,reference_validation,2025-12-09 23:30:00+00:00,2025-12-10 05:00:00+00:00,3333.78,3286.58,2025-12-10 05:15:00+00:00,True,2025-12-10 05:20:00+00:00,2025-12-10 05:25:00+00:00,H2,2025-12-10 09:45:00+00:00
ALT_0330,LONG,reference_validation,2025-12-10 03:30:00+00:00,2025-12-10 09:00:00+00:00,3334.92,3305.15,2025-12-10 09:45:00+00:00,False,,,BREAK_DURING_K1,2025-12-10 09:50:00+00:00
LONDON,LONG,reference_validation,2025-12-10 08:00:00+00:00,2025-12-10 13:30:00+00:00,3374.93,3295.56,2025-12-10 17:15:00+00:00,False,,,BREAK_DURING_K1,2025-12-10 17:20:00+00:00
SHORT_2000,SHORT,reference_validation,2025-12-15 20:00:00+00:00,2025-12-16 01:30:00+00:00,2976.94,2915.18,2025-12-16 04:25:00+00:00,False,,,BREAK_DURING_K1,2025-12-16 04:30:00+00:00
LONDON,LONG,reference_validation,2025-12-16 08:00:00+00:00,2025-12-16 13:30:00+00:00,2975.65,2918.25,2025-12-16 13:30:00+00:00,True,2025-12-16 13:35:00+00:00,2025-12-16 13:40:00+00:00,OPPOSITE,2025-12-16 13:55:00+00:00
SHORT_2000,SHORT,reference_validation,2025-12-16 20:00:00+00:00,2025-12-17 01:30:00+00:00,2973.52,2936.46,2025-12-17 04:20:00+00:00,True,2025-12-17 04:25:00+00:00,2025-12-17 04:30:00+00:00,H2,2025-12-17 04:30:00+00:00
RAW_0530,LONG,reference_validation,2025-12-17 05:30:00+00:00,2025-12-17 11:00:00+00:00,2953.12,2905.29,2025-12-17 13:45:00+00:00,True,2025-12-17 13:50:00+00:00,2025-12-17 13:55:00+00:00,OPPOSITE,2025-12-17 14:45:00+00:00
LONDON,LONG,reference_validation,2025-12-17 08:00:00+00:00,2025-12-17 13:30:00+00:00,2946.59,2905.29,2025-12-17 13:45:00+00:00,True,2025-12-17 13:50:00+00:00,2025-12-17 13:55:00+00:00,H2,2025-12-17 13:55:00+00:00
ALT_0330,LONG,reference_validation,2025-12-18 03:30:00+00:00,2025-12-18 09:00:00+00:00,2851.75,2821.0,2025-12-18 09:30:00+00:00,False,,,BREAK_DURING_K1,2025-12-18 09:40:00+00:00
LONDON,LONG,reference_validation,2025-12-18 08:00:00+00:00,2025-12-18 13:30:00+00:00,2910.0,2830.26,2025-12-18 13:30:00+00:00,False,,,BREAK_DURING_K1,2025-12-18 13:35:00+00:00
ALT_0330,LONG,reference_validation,2025-12-19 03:30:00+00:00,2025-12-19 09:00:00+00:00,2984.0,2883.29,2025-12-19 14:15:00+00:00,True,2025-12-19 14:20:00+00:00,2025-12-19 14:25:00+00:00,H2,2025-12-19 14:40:00+00:00
RAW_0530,LONG,reference_validation,2025-12-19 05:30:00+00:00,2025-12-19 11:00:00+00:00,2984.0,2911.06,2025-12-19 14:15:00+00:00,True,2025-12-19 14:20:00+00:00,2025-12-19 14:25:00+00:00,H2,2025-12-19 14:40:00+00:00
SHORT_2000,SHORT,reference_validation,2025-12-21 20:00:00+00:00,2025-12-22 01:30:00+00:00,3060.39,2969.45,2025-12-22 02:05:00+00:00,True,2025-12-22 02:10:00+00:00,2025-12-22 02:15:00+00:00,NO_H2,
ALT_0330,LONG,reference_validation,2025-12-22 03:30:00+00:00,2025-12-22 09:00:00+00:00,3055.0,3016.88,2025-12-22 11:45:00+00:00,True,2025-12-22 11:50:00+00:00,2025-12-22 11:55:00+00:00,H2,2025-12-22 12:15:00+00:00
RAW_0530,LONG,reference_validation,2025-12-22 05:30:00+00:00,2025-12-22 11:00:00+00:00,3055.0,3021.0,2025-12-22 11:45:00+00:00,True,2025-12-22 11:50:00+00:00,2025-12-22 11:55:00+00:00,H2,2025-12-22 12:15:00+00:00
SHORT_2000,SHORT,reference_validation,2025-12-23 20:00:00+00:00,2025-12-24 01:30:00+00:00,2987.74,2939.19,2025-12-24 02:30:00+00:00,False,,,BREAK_DURING_K1,2025-12-24 02:35:00+00:00
SHORT_2000,SHORT,reference_validation,2025-12-29 20:00:00+00:00,2025-12-30 01:30:00+00:00,2943.2,2924.5,2025-12-30 01:35:00+00:00,True,2025-12-30 01:40:00+00:00,2025-12-30 01:45:00+00:00,H2,2025-12-30 02:30:00+00:00
ALT_0330,LONG,reference_validation,2025-12-30 03:30:00+00:00,2025-12-30 09:00:00+00:00,3003.0,2935.7,2025-12-30 14:50:00+00:00,True,2025-12-30 15:00:00+00:00,2025-12-30 15:05:00+00:00,NO_H2,
RAW_0530,LONG,reference_validation,2025-12-30 05:30:00+00:00,2025-12-30 11:00:00+00:00,3003.0,2935.88,2025-12-30 14:50:00+00:00,True,2025-12-30 15:00:00+00:00,2025-12-30 15:05:00+00:00,NO_H2,
LONDON,LONG,reference_validation,2025-12-30 08:00:00+00:00,2025-12-30 13:30:00+00:00,3003.0,2948.81,2025-12-30 14:50:00+00:00,True,2025-12-30 15:00:00+00:00,2025-12-30 15:05:00+00:00,NO_H2,
ALT_0330,LONG,reference_validation,2025-12-31 03:30:00+00:00,2025-12-31 09:00:00+00:00,2978.58,2962.21,2025-12-31 10:10:00+00:00,False,,,BREAK_DURING_K1,2025-12-31 10:15:00+00:00
RAW_2330,LONG,reference_validation,2025-12-31 23:30:00+00:00,2026-01-01 05:00:00+00:00,2988.48,2969.01,2026-01-01 11:15:00+00:00,True,2026-01-01 11:20:00+00:00,2026-01-01 11:25:00+00:00,NO_H2,
RAW_2330,LONG,reference_validation,2026-01-01 23:30:00+00:00,2026-01-02 05:00:00+00:00,3034.36,2990.67,2026-01-02 06:40:00+00:00,True,2026-01-02 06:50:00+00:00,2026-01-02 06:55:00+00:00,H2,2026-01-02 09:05:00+00:00
RAW_0530,LONG,reference_validation,2026-01-05 05:30:00+00:00,2026-01-05 11:00:00+00:00,3177.9,3131.47,2026-01-05 11:20:00+00:00,True,2026-01-05 11:30:00+00:00,2026-01-05 11:35:00+00:00,H2,2026-01-05 11:45:00+00:00
ALT_0330,LONG,reference_validation,2026-01-06 03:30:00+00:00,2026-01-06 09:00:00+00:00,3254.94,3210.02,2026-01-06 14:05:00+00:00,False,,,BREAK_DURING_K1,2026-01-06 14:10:00+00:00
RAW_0530,LONG,reference_validation,2026-01-06 05:30:00+00:00,2026-01-06 11:00:00+00:00,3254.94,3210.02,2026-01-06 14:05:00+00:00,False,,,BREAK_DURING_K1,2026-01-06 14:10:00+00:00
LONDON,LONG,reference_validation,2026-01-09 08:00:00+00:00,2026-01-09 13:30:00+00:00,3114.32,3066.0,2026-01-09 13:30:00+00:00,True,2026-01-09 13:35:00+00:00,2026-01-09 13:40:00+00:00,OPPOSITE,2026-01-09 14:45:00+00:00
ALT_0330,LONG,reference_validation,2026-01-13 03:30:00+00:00,2026-01-13 09:00:00+00:00,3145.71,3109.1,2026-01-13 09:20:00+00:00,True,2026-01-13 09:25:00+00:00,2026-01-13 09:30:00+00:00,H2,2026-01-13 13:30:00+00:00
SHORT_2000,SHORT,reference_validation,2026-01-15 20:00:00+00:00,2026-01-16 01:30:00+00:00,3325.34,3275.0,2026-01-16 04:40:00+00:00,True,2026-01-16 04:45:00+00:00,2026-01-16 04:50:00+00:00,NO_H2,
ALT_0330,LONG,reference_validation,2026-01-19 03:30:00+00:00,2026-01-19 09:00:00+00:00,3221.0,3184.15,2026-01-19 11:15:00+00:00,False,,,BREAK_DURING_K1,2026-01-19 11:20:00+00:00
RAW_0530,LONG,reference_validation,2026-01-19 05:30:00+00:00,2026-01-19 11:00:00+00:00,3221.0,3184.15,2026-01-19 11:15:00+00:00,False,,,BREAK_DURING_K1,2026-01-19 11:20:00+00:00
LONDON,LONG,reference_validation,2026-01-21 08:00:00+00:00,2026-01-21 13:30:00+00:00,2973.62,2900.31,2026-01-21 14:10:00+00:00,False,,,BREAK_DURING_K1,2026-01-21 14:20:00+00:00
