family,lookback_min,state_bin,hold_min,year,N,WR,net,exp,PF,DD,LS
TREND,120,HIGH,360,2022,122,45.08196721311475,-75.57158329002925,-0.6194392072953218,0.87641413842765,128.8697143479429,7
TREND,120,HIGH,360,2023,69,46.3768115942029,-43.76989151865278,-0.6343462538935185,0.7999372315568789,111.03352953006926,9
TREND,120,HIGH,360,2024,105,51.42857142857142,77.05009125064218,0.7338103928632589,1.2837630112568534,90.63891743745047,7
TREND,120,HIGH,720,2022,122,48.36065573770492,-191.7807080618347,-1.5719730169002843,0.7951532471396484,211.15962600716952,7
TREND,120,HIGH,720,2023,69,47.82608695652174,42.4249954024767,0.6148550058329957,1.162414746474557,119.43493563306458,4
TREND,120,HIGH,720,2024,105,48.57142857142857,235.07343477770627,2.238794616930536,1.7445811505338078,56.108922976393416,5
TREND,120,HIGH,960,2022,122,53.278688524590166,-141.58113552017005,-1.1605011108210659,0.8546831032242159,183.85086534776582,7
TREND,120,HIGH,960,2023,69,53.62318840579711,72.67348004640913,1.0532388412523062,1.2970293094758583,95.14325130673957,7
TREND,120,HIGH,960,2024,105,49.523809523809526,261.80864808263414,2.493415696025087,1.8211632461874214,52.82564288046635,5
TREND,240,LOW,60,2022,122,48.36065573770492,-74.24524864191145,-0.6085676118189463,0.7383182994446035,131.84499466181927,9
TREND,240,LOW,60,2023,82,35.36585365853659,-77.79991431718574,-0.948779442892509,0.3690193039449631,78.52216240400574,9
TREND,240,LOW,60,2024,124,46.774193548387096,-49.828607978481244,-0.40184361272968744,0.7589189730390973,95.34673059770317,8
TREND,240,LOW,120,2022,122,39.34426229508197,-169.75419392902123,-1.391427819090338,0.5412835164293246,184.03831112586437,9
TREND,240,LOW,120,2023,82,36.58536585365854,-66.15925156012159,-0.8068201409770925,0.5560478696295426,81.92438311676824,6
TREND,240,LOW,120,2024,124,54.03225806451613,-55.98577843117249,-0.45149821315461686,0.7929723383136755,89.07386357924068,7
