rule,source_tf,family,side_type,mode,signal_i,signal_ts,side,level,instance,week,entry_ts,exit_ts,entry,tp,sl,reason,net_ret,hours,WIN,event_key,p_hold,route,partition
H1|PREV_HIGH|SUPPORT|HOLD,H1,PREV_HIGH,SUPPORT,HOLD,960,2020-02-10 00:00:00+00:00,LONG,10182.59,H1|PREV_HIGH|2020-02-09T23:00:00+00:00,2020-W07,2020-02-10 01:00:00+00:00,2020-02-10 02:00:00+00:00,10200.02,10317.320230000001,10113.31983,SL,-0.009999999999999952,2,0,H1|PREV_HIGH|LONG|H1|PREV_HIGH|2020-02-09T23:00:00+00:00,0.5822144274491905,LEVEL_SURVIVAL_TRIGGER,external
H1|PREV_LOW|SUPPORT|HOLD,H1,PREV_LOW,SUPPORT,HOLD,1129,2020-02-17 01:00:00+00:00,LONG,9863.04,H1|PREV_LOW|2020-02-17T00:00:00+00:00,2020-W08,2020-02-17 02:00:00+00:00,2020-02-17 03:00:00+00:00,9864.0,9977.436000000002,9780.156,SL,-0.009999999999999952,2,0,H1|PREV_LOW|LONG|H1|PREV_LOW|2020-02-17T00:00:00+00:00,0.5650857828273386,LEVEL_SURVIVAL_TRIGGER,external
W1|PREV_OPEN|SUPPORT|HOLD,W1,PREV_OPEN,SUPPORT,HOLD,1296,2020-02-24 00:00:00+00:00,LONG,9921.87,W1|PREV_OPEN|2020-02-17T00:00:00+00:00,2020-W09,2020-02-24 01:00:00+00:00,2020-02-24 02:00:00+00:00,9957.37,10071.879755000002,9872.732355000002,SL,-0.00999999999999984,2,0,W1|PREV_OPEN|LONG|W1|PREV_OPEN|2020-02-17T00:00:00+00:00,0.5748487935040835,LEVEL_SURVIVAL_TRIGGER,external
H4|R6_HIGH|RESISTANCE|HOLD,H4,R6_HIGH,RESISTANCE,HOLD,1474,2020-03-02 10:00:00+00:00,SHORT,8762.24,H4|R6_HIGH|2020-03-01T12:00:00+00:00,2020-W10,2020-03-02 11:00:00+00:00,2020-03-02 13:00:00+00:00,8726.25,8625.898125,8800.423125,SL,-0.009999999999999952,3,0,H4|R6_HIGH|SHORT|H4|R6_HIGH|2020-03-01T12:00:00+00:00,0.5670209345239676,LEVEL_SURVIVAL_TRIGGER,external
H1|PREV_OPEN|RESISTANCE|HOLD,H1,PREV_OPEN,RESISTANCE,HOLD,1632,2020-03-09 00:00:00+00:00,SHORT,8162.2,H1|PREV_OPEN|2020-03-08T23:00:00+00:00,2020-W11,2020-03-09 01:00:00+00:00,2020-03-09 03:00:00+00:00,8085.82,7992.83307,8154.549469999999,TP,0.009999999999999955,3,1,H1|PREV_OPEN|SHORT|H1|PREV_OPEN|2020-03-08T23:00:00+00:00,0.569880711402548,LEVEL_SURVIVAL_TRIGGER,external
H4|R6_LOW|SUPPORT|HOLD,H4,R6_LOW,SUPPORT,HOLD,1858,2020-03-18 10:00:00+00:00,LONG,5054.62,H4|R6_LOW|2020-03-17T12:00:00+00:00,2020-W12,2020-03-18 11:00:00+00:00,2020-03-18 11:00:00+00:00,5075.78,5134.15147,5032.63587,TP,0.010000000000000066,1,1,H4|R6_LOW|LONG|H4|R6_LOW|2020-03-17T12:00:00+00:00,0.5700983204426974,LEVEL_SURVIVAL_TRIGGER,external
H4|R12_HIGH|RESISTANCE|HOLD,H4,R12_HIGH,RESISTANCE,HOLD,1992,2020-03-24 00:00:00+00:00,SHORT,6619.9,H4|R12_HIGH|2020-03-23T12:00:00+00:00,2020-W13,2020-03-24 01:00:00+00:00,2020-03-24 01:00:00+00:00,6576.24,6500.61324,6632.13804,SL,-0.009999999999999952,1,0,H4|R12_HIGH|SHORT|H4|R12_HIGH|2020-03-23T12:00:00+00:00,0.5822884237588387,LEVEL_SURVIVAL_TRIGGER,external
H1|PREV_OPEN|RESISTANCE|HOLD,H1,PREV_OPEN,RESISTANCE,HOLD,2136,2020-03-30 00:00:00+00:00,SHORT,5911.7,H1|PREV_OPEN|2020-03-29T23:00:00+00:00,2020-W14,2020-03-30 01:00:00+00:00,2020-03-30 02:00:00+00:00,5894.27,5826.485895000001,5944.371295,SL,-0.009999999999999952,2,0,H1|PREV_OPEN|SHORT|H1|PREV_OPEN|2020-03-29T23:00:00+00:00,0.5779972661591221,LEVEL_SURVIVAL_TRIGGER,external
D1|R3_HIGH|SUPPORT|HOLD,D1,R3_HIGH,SUPPORT,HOLD,2310,2020-04-06 06:00:00+00:00,LONG,7049.11,D1|R3_HIGH|2020-04-03T00:00:00+00:00,2020-W15,2020-04-06 07:00:00+00:00,2020-04-06 07:00:00+00:00,7074.42,7155.7758300000005,7014.28743,SL,-0.009999999999999952,1,0,D1|R3_HIGH|LONG|D1|R3_HIGH|2020-04-03T00:00:00+00:00,0.5743392704652178,LEVEL_SURVIVAL_TRIGGER,external
H4|PREV_HIGH|RESISTANCE|HOLD,H4,PREV_HIGH,RESISTANCE,HOLD,2499,2020-04-14 03:00:00+00:00,SHORT,6890.38,H4|PREV_HIGH|2020-04-13T20:00:00+00:00,2020-W16,2020-04-14 04:00:00+00:00,2020-04-14 08:00:00+00:00,6880.86,6801.73011,6939.347309999999,TP,0.009999999999999844,5,1,H4|PREV_HIGH|SHORT|H4|PREV_HIGH|2020-04-13T20:00:00+00:00,0.5754150989192588,LEVEL_SURVIVAL_TRIGGER,external
H1|R12_LOW|RESISTANCE|HOLD,H1,R12_LOW,RESISTANCE,HOLD,2657,2020-04-20 17:00:00+00:00,SHORT,6911.99,H1|R12_LOW|2020-04-20T12:00:00+00:00,2020-W17,2020-04-20 18:00:00+00:00,2020-04-20 18:00:00+00:00,6869.8,6790.7973,6928.1933,SL,-0.009999999999999952,1,0,H1|R12_LOW|SHORT|H1|R12_LOW|2020-04-20T12:00:00+00:00,0.5988203538883135,LEVEL_SURVIVAL_TRIGGER,external
H4|PREV_OPEN|RESISTANCE|HOLD,H4,PREV_OPEN,RESISTANCE,HOLD,2814,2020-04-27 06:00:00+00:00,SHORT,7693.63,H4|PREV_OPEN|2020-04-27T00:00:00+00:00,2020-W18,2020-04-27 07:00:00+00:00,2020-04-27 08:00:00+00:00,7657.43,7569.369555,7722.518155,SL,-0.009999999999999952,2,0,H4|PREV_OPEN|SHORT|H4|PREV_OPEN|2020-04-27T00:00:00+00:00,0.5628661850853577,LEVEL_SURVIVAL_TRIGGER,external
D1|R3_LOW|SUPPORT|HOLD,D1,R3_LOW,SUPPORT,HOLD,2982,2020-05-04 06:00:00+00:00,LONG,8619.84,D1|R3_LOW|2020-05-01T00:00:00+00:00,2020-W19,2020-05-04 07:00:00+00:00,2020-05-04 12:00:00+00:00,8627.57,8726.787055,8554.235655,TP,0.010000000000000066,6,1,D1|R3_LOW|LONG|D1|R3_LOW|2020-05-01T00:00:00+00:00,0.5756442249285165,LEVEL_SURVIVAL_TRIGGER,external
H4|PREV_HIGH|RESISTANCE|HOLD,H4,PREV_HIGH,RESISTANCE,HOLD,3184,2020-05-12 16:00:00+00:00,SHORT,8939.99,H4|PREV_HIGH|2020-05-12T12:00:00+00:00,2020-W20,2020-05-12 17:00:00+00:00,2020-05-12 17:00:00+00:00,8920.28,8817.69678,8996.10238,TP,0.010000000000000066,1,1,H4|PREV_HIGH|SHORT|H4|PREV_HIGH|2020-05-12T12:00:00+00:00,0.5687285176850252,LEVEL_SURVIVAL_TRIGGER,external
H1|SWING2_LOW|SUPPORT|HOLD,H1,SWING2_LOW,SUPPORT,HOLD,3312,2020-05-18 00:00:00+00:00,LONG,9700.68,H1|SWING2_LOW|2020-05-17T18:00:00+00:00,2020-W21,2020-05-18 01:00:00+00:00,2020-05-18 01:00:00+00:00,9774.19,9886.593185000002,9691.109385000002,TP,0.010000000000000066,1,1,H1|SWING2_LOW|LONG|H1|SWING2_LOW|2020-05-17T18:00:00+00:00,0.5673610532751076,LEVEL_SURVIVAL_TRIGGER,external
H1|PREV_HIGH|RESISTANCE|HOLD,H1,PREV_HIGH,RESISTANCE,HOLD,3482,2020-05-25 02:00:00+00:00,SHORT,8806.01,H1|PREV_HIGH|2020-05-25T01:00:00+00:00,2020-W22,2020-05-25 03:00:00+00:00,2020-05-25 07:00:00+00:00,8785.5,8684.46675,8860.176749999999,SL,-0.009999999999999952,5,0,H1|PREV_HIGH|SHORT|H1|PREV_HIGH|2020-05-25T01:00:00+00:00,0.5668290282630789,LEVEL_SURVIVAL_TRIGGER,external
H1|PREV_OPEN|SUPPORT|HOLD,H1,PREV_OPEN,SUPPORT,HOLD,3648,2020-06-01 00:00:00+00:00,LONG,9459.24,H1|PREV_OPEN|2020-05-31T23:00:00+00:00,2020-W23,2020-06-01 01:00:00+00:00,2020-06-01 04:00:00+00:00,9496.2,9605.4063,9415.482300000001,TP,0.010000000000000066,4,1,H1|PREV_OPEN|LONG|H1|PREV_OPEN|2020-05-31T23:00:00+00:00,0.5655520301440007,LEVEL_SURVIVAL_TRIGGER,external
H1|PREV_OPEN|SUPPORT|HOLD,H1,PREV_OPEN,SUPPORT,HOLD,3816,2020-06-08 00:00:00+00:00,LONG,9752.43,H1|PREV_OPEN|2020-06-07T23:00:00+00:00,2020-W24,2020-06-08 01:00:00+00:00,2020-06-08 08:00:00+00:00,9759.28,9871.51172,9676.326120000002,SL,-0.009999999999999952,8,0,H1|PREV_OPEN|LONG|H1|PREV_OPEN|2020-06-07T23:00:00+00:00,0.5836016722685774,LEVEL_SURVIVAL_TRIGGER,external
D1|R12_LOW|RESISTANCE|HOLD,D1,R12_LOW,RESISTANCE,HOLD,3989,2020-06-15 05:00:00+00:00,SHORT,9055.07,D1|R12_LOW|2020-06-11T00:00:00+00:00,2020-W25,2020-06-15 06:00:00+00:00,2020-06-15 06:00:00+00:00,9034.55,8930.652675,9111.343674999998,TP,0.009999999999999955,1,1,D1|R12_LOW|SHORT|D1|R12_LOW|2020-06-11T00:00:00+00:00,0.5862979657096228,LEVEL_SURVIVAL_TRIGGER,external
H1|R12_HIGH|SUPPORT|HOLD,H1,R12_HIGH,SUPPORT,HOLD,4156,2020-06-22 04:00:00+00:00,LONG,9394.43,H1|R12_HIGH|2020-06-22T02:00:00+00:00,2020-W26,2020-06-22 05:00:00+00:00,2020-06-22 16:00:00+00:00,9405.37,9513.531755000002,9325.424355000001,TP,0.010000000000000066,12,1,H1|R12_HIGH|LONG|H1|R12_HIGH|2020-06-22T02:00:00+00:00,0.6216305990182976,LEVEL_SURVIVAL_TRIGGER,external
H4|PREV_OPEN|RESISTANCE|HOLD,H4,PREV_OPEN,RESISTANCE,HOLD,4323,2020-06-29 03:00:00+00:00,SHORT,9109.55,H4|PREV_OPEN|2020-06-28T20:00:00+00:00,2020-W27,2020-06-29 04:00:00+00:00,2020-06-29 18:00:00+00:00,9093.0,8988.4305,9170.2905,SL,-0.009999999999999952,15,0,H4|PREV_OPEN|SHORT|H4|PREV_OPEN|2020-06-28T20:00:00+00:00,0.5679284125818002,LEVEL_SURVIVAL_TRIGGER,external
D1|R3_HIGH|SUPPORT|HOLD,D1,R3_HIGH,SUPPORT,HOLD,4494,2020-07-06 06:00:00+00:00,LONG,9194.0,D1|R3_HIGH|2020-07-04T00:00:00+00:00,2020-W28,2020-07-06 07:00:00+00:00,2020-07-06 16:00:00+00:00,9222.0,9328.053,9143.613000000001,TP,0.010000000000000066,10,1,D1|R3_HIGH|LONG|D1|R3_HIGH|2020-07-04T00:00:00+00:00,0.578248821282527,LEVEL_SURVIVAL_TRIGGER,external
H1|PREV_OPEN|RESISTANCE|HOLD,H1,PREV_OPEN,RESISTANCE,HOLD,4656,2020-07-13 00:00:00+00:00,SHORT,9299.3,H1|PREV_OPEN|2020-07-12T23:00:00+00:00,2020-W29,2020-07-13 01:00:00+00:00,2020-07-14 04:00:00+00:00,9275.86,9169.18761,9354.70481,TP,0.009999999999999955,28,1,H1|PREV_OPEN|SHORT|H1|PREV_OPEN|2020-07-12T23:00:00+00:00,0.5674041804031099,LEVEL_SURVIVAL_TRIGGER,external
H1|PREV_OPEN|SUPPORT|HOLD,H1,PREV_OPEN,SUPPORT,HOLD,4824,2020-07-20 00:00:00+00:00,LONG,9186.95,H1|PREV_OPEN|2020-07-19T23:00:00+00:00,2020-W30,2020-07-20 01:00:00+00:00,2020-07-21 07:00:00+00:00,9191.54,9297.242710000002,9113.41191,TP,0.010000000000000066,31,1,H1|PREV_OPEN|LONG|H1|PREV_OPEN|2020-07-19T23:00:00+00:00,0.5821509247414595,LEVEL_SURVIVAL_TRIGGER,external
H4|PREV_HIGH|SUPPORT|HOLD,H4,PREV_HIGH,SUPPORT,HOLD,4992,2020-07-27 00:00:00+00:00,LONG,9947.19,H4|PREV_HIGH|2020-07-26T20:00:00+00:00,2020-W31,2020-07-27 01:00:00+00:00,2020-07-27 01:00:00+00:00,9985.75,10100.586125,9900.871125,TP,0.010000000000000066,1,1,H4|PREV_HIGH|LONG|H4|PREV_HIGH|2020-07-26T20:00:00+00:00,0.573606338475862,LEVEL_SURVIVAL_TRIGGER,external
H1|SWING2_HIGH|SUPPORT|HOLD,H1,SWING2_HIGH,SUPPORT,HOLD,5328,2020-08-10 00:00:00+00:00,LONG,11727.0,H1|SWING2_HIGH|2020-08-09T08:00:00+00:00,2020-W33,2020-08-10 01:00:00+00:00,2020-08-10 02:00:00+00:00,11749.0,11884.113500000001,11649.1335,TP,0.010000000000000066,2,1,H1|SWING2_HIGH|LONG|H1|SWING2_HIGH|2020-08-09T08:00:00+00:00,0.5697661470040875,LEVEL_SURVIVAL_TRIGGER,external
H1|PREV_HIGH|SUPPORT|HOLD,H1,PREV_HIGH,SUPPORT,HOLD,5507,2020-08-17 11:00:00+00:00,LONG,11915.94,H1|PREV_HIGH|2020-08-17T10:00:00+00:00,2020-W34,2020-08-17 12:00:00+00:00,2020-08-17 13:00:00+00:00,11919.02,12056.088730000001,11817.708330000001,SL,-0.009999999999999952,2,0,H1|PREV_HIGH|LONG|H1|PREV_HIGH|2020-08-17T10:00:00+00:00,0.6042006936299362,LEVEL_SURVIVAL_TRIGGER,external
H4|PREV_OPEN|SUPPORT|HOLD,H4,PREV_OPEN,SUPPORT,HOLD,5667,2020-08-24 03:00:00+00:00,LONG,11686.4,H4|PREV_OPEN|2020-08-23T20:00:00+00:00,2020-W35,2020-08-24 04:00:00+00:00,2020-08-24 11:00:00+00:00,11687.61,11822.017515000001,11588.265315,TP,0.010000000000000066,8,1,H4|PREV_OPEN|LONG|H4|PREV_OPEN|2020-08-23T20:00:00+00:00,0.5755899937293191,LEVEL_SURVIVAL_TRIGGER,external
H1|PREV_LOW|SUPPORT|HOLD,H1,PREV_LOW,SUPPORT,HOLD,5833,2020-08-31 01:00:00+00:00,LONG,11688.06,H1|PREV_LOW|2020-08-31T00:00:00+00:00,2020-W36,2020-08-31 02:00:00+00:00,2020-08-31 08:00:00+00:00,11692.0,11826.458,11592.618,SL,-0.009999999999999952,7,0,H1|PREV_LOW|LONG|H1|PREV_LOW|2020-08-31T00:00:00+00:00,0.5812332419865666,LEVEL_SURVIVAL_TRIGGER,external
D1|R3_HIGH|RESISTANCE|HOLD,D1,R3_HIGH,RESISTANCE,HOLD,6085,2020-09-10 13:00:00+00:00,SHORT,10443.79,D1|R3_HIGH|2020-09-08T00:00:00+00:00,2020-W37,2020-09-10 14:00:00+00:00,2020-09-10 16:00:00+00:00,10435.57,10315.560945000001,10524.272345,TP,0.009999999999999844,3,1,D1|R3_HIGH|SHORT|D1|R3_HIGH|2020-09-08T00:00:00+00:00,0.5672894640844078,LEVEL_SURVIVAL_TRIGGER,external
H4|PREV_LOW|RESISTANCE|HOLD,H4,PREV_LOW,RESISTANCE,HOLD,6168,2020-09-14 00:00:00+00:00,SHORT,10285.6,H4|PREV_LOW|2020-09-13T20:00:00+00:00,2020-W38,2020-09-14 01:00:00+00:00,2020-09-14 02:00:00+00:00,10272.86,10154.72211,10360.17931,SL,-0.009999999999999952,2,0,H4|PREV_LOW|SHORT|H4|PREV_LOW|2020-09-13T20:00:00+00:00,0.5634075816885233,LEVEL_SURVIVAL_TRIGGER,external
H1|R6_LOW|RESISTANCE|HOLD,H1,R6_LOW,RESISTANCE,HOLD,6343,2020-09-21 07:00:00+00:00,SHORT,10915.0,H1|R6_LOW|2020-09-21T03:00:00+00:00,2020-W39,2020-09-21 08:00:00+00:00,2020-09-21 09:00:00+00:00,10896.0,10770.696,10988.616,TP,0.009999999999999955,2,1,H1|R6_LOW|SHORT|H1|R6_LOW|2020-09-21T03:00:00+00:00,0.5681931665077539,LEVEL_SURVIVAL_TRIGGER,external
H1|PREV_LOW|SUPPORT|HOLD,H1,PREV_LOW,SUPPORT,HOLD,6508,2020-09-28 04:00:00+00:00,LONG,10870.0,H1|PREV_LOW|2020-09-28T03:00:00+00:00,2020-W40,2020-09-28 05:00:00+00:00,2020-09-28 23:00:00+00:00,10890.39,11015.629485,10797.821685,SL,-0.00999999999999984,19,0,H1|PREV_LOW|LONG|H1|PREV_LOW|2020-09-28T03:00:00+00:00,0.5875548661243636,LEVEL_SURVIVAL_TRIGGER,external
H1|R3_HIGH|SUPPORT|HOLD,H1,R3_HIGH,SUPPORT,HOLD,6672,2020-10-05 00:00:00+00:00,LONG,10674.81,H1|R3_HIGH|2020-10-04T22:00:00+00:00,2020-W41,2020-10-05 01:00:00+00:00,2020-10-06 18:00:00+00:00,10697.56,10820.58194,10606.63074,SL,-0.009999999999999952,42,0,H1|R3_HIGH|LONG|H1|R3_HIGH|2020-10-04T22:00:00+00:00,0.6107910753832229,LEVEL_SURVIVAL_TRIGGER,external
D1|PREV_LOW|RESISTANCE|HOLD,D1,PREV_LOW,RESISTANCE,HOLD,6850,2020-10-12 10:00:00+00:00,SHORT,11273.77,D1|PREV_LOW|2020-10-11T00:00:00+00:00,2020-W42,2020-10-12 11:00:00+00:00,2020-10-12 13:00:00+00:00,11262.65,11133.129525,11358.382524999999,SL,-0.009999999999999952,3,0,D1|PREV_LOW|SHORT|D1|PREV_LOW|2020-10-11T00:00:00+00:00,0.5832619920870304,LEVEL_SURVIVAL_TRIGGER,external
H4|PREV_OPEN|RESISTANCE|HOLD,H4,PREV_OPEN,RESISTANCE,HOLD,7011,2020-10-19 03:00:00+00:00,SHORT,11430.44,H4|PREV_OPEN|2020-10-18T20:00:00+00:00,2020-W43,2020-10-19 04:00:00+00:00,2020-10-19 11:00:00+00:00,11412.59,11281.345215000001,11509.597015,SL,-0.009999999999999952,8,0,H4|PREV_OPEN|SHORT|H4|PREV_OPEN|2020-10-18T20:00:00+00:00,0.5795423843170742,LEVEL_SURVIVAL_TRIGGER,external
H4|PREV_OPEN|SUPPORT|HOLD,H4,PREV_OPEN,SUPPORT,HOLD,7176,2020-10-26 00:00:00+00:00,LONG,13038.34,H4|PREV_OPEN|2020-10-25T20:00:00+00:00,2020-W44,2020-10-26 01:00:00+00:00,2020-10-26 08:00:00+00:00,13044.58,13194.59267,12933.701070000001,SL,-0.009999999999999952,8,0,H4|PREV_OPEN|LONG|H4|PREV_OPEN|2020-10-25T20:00:00+00:00,0.568334856789666,LEVEL_SURVIVAL_TRIGGER,external
H1|PREV_OPEN|RESISTANCE|HOLD,H1,PREV_OPEN,RESISTANCE,HOLD,7349,2020-11-02 05:00:00+00:00,SHORT,13688.53,H1|PREV_OPEN|2020-11-02T04:00:00+00:00,2020-W45,2020-11-02 06:00:00+00:00,2020-11-02 08:00:00+00:00,13678.61,13521.305985,13794.878185,TP,0.009999999999999955,3,1,H1|PREV_OPEN|SHORT|H1|PREV_OPEN|2020-11-02T04:00:00+00:00,0.5656045159507623,LEVEL_SURVIVAL_TRIGGER,external
H4|PREV_HIGH|RESISTANCE|HOLD,H4,PREV_HIGH,RESISTANCE,HOLD,7600,2020-11-12 16:00:00+00:00,SHORT,16153.74,H4|PREV_HIGH|2020-11-12T12:00:00+00:00,2020-W46,2020-11-12 17:00:00+00:00,2020-11-12 17:00:00+00:00,16127.61,15942.142485000002,16264.694685,TP,0.009999999999999955,1,1,H4|PREV_HIGH|SHORT|H4|PREV_HIGH|2020-11-12T12:00:00+00:00,0.569853283784047,LEVEL_SURVIVAL_TRIGGER,external
D1|PREV_OPEN|SUPPORT|HOLD,D1,PREV_OPEN,SUPPORT,HOLD,7685,2020-11-16 05:00:00+00:00,LONG,16064.51,D1|PREV_OPEN|2020-11-15T00:00:00+00:00,2020-W47,2020-11-16 06:00:00+00:00,2020-11-16 07:00:00+00:00,16101.47,16286.636905000001,15964.607505,TP,0.010000000000000066,2,1,D1|PREV_OPEN|LONG|D1|PREV_OPEN|2020-11-15T00:00:00+00:00,0.599306218363109,LEVEL_SURVIVAL_TRIGGER,external
D1|R12_HIGH|SUPPORT|HOLD,D1,R12_HIGH,SUPPORT,HOLD,7881,2020-11-24 09:00:00+00:00,LONG,18986.0,D1|R12_HIGH|2020-11-21T00:00:00+00:00,2020-W48,2020-11-24 10:00:00+00:00,2020-11-24 10:00:00+00:00,19033.28,19252.16272,18871.49712,SL,-0.009999999999999952,1,0,D1|R12_HIGH|LONG|D1|R12_HIGH|2020-11-21T00:00:00+00:00,0.592641791521429,LEVEL_SURVIVAL_TRIGGER,external
H1|PREV_HIGH|SUPPORT|HOLD,H1,PREV_HIGH,SUPPORT,HOLD,8027,2020-11-30 11:00:00+00:00,LONG,18589.0,H1|PREV_HIGH|2020-11-30T10:00:00+00:00,2020-W49,2020-11-30 12:00:00+00:00,2020-11-30 12:00:00+00:00,18601.01,18814.921615,18442.901415,TP,0.010000000000000066,1,1,H1|PREV_HIGH|LONG|H1|PREV_HIGH|2020-11-30T10:00:00+00:00,0.5671014249597938,LEVEL_SURVIVAL_TRIGGER,external
H1|PREV_LOW|SUPPORT|HOLD,H1,PREV_LOW,SUPPORT,HOLD,8185,2020-12-07 01:00:00+00:00,LONG,19301.0,H1|PREV_LOW|2020-12-07T00:00:00+00:00,2020-W50,2020-12-07 02:00:00+00:00,2020-12-07 11:00:00+00:00,19301.64,19523.60886,19137.57606,SL,-0.009999999999999952,10,0,H1|PREV_LOW|LONG|H1|PREV_LOW|2020-12-07T00:00:00+00:00,0.5862984399312292,LEVEL_SURVIVAL_TRIGGER,external
H1|SWING2_LOW|RESISTANCE|HOLD,H1,SWING2_LOW,RESISTANCE,HOLD,8352,2020-12-14 00:00:00+00:00,SHORT,19101.54,H1|SWING2_LOW|2020-12-13T15:00:00+00:00,2020-W51,2020-12-14 01:00:00+00:00,2020-12-14 02:00:00+00:00,19062.0,18842.787,19224.027,SL,-0.009999999999999952,2,0,H1|SWING2_LOW|SHORT|H1|SWING2_LOW|2020-12-13T15:00:00+00:00,0.5880850051236979,LEVEL_SURVIVAL_TRIGGER,external
W1|PREV_HIGH|RESISTANCE|HOLD,W1,PREV_HIGH,RESISTANCE,HOLD,8634,2020-12-25 18:00:00+00:00,SHORT,24376.0,W1|PREV_HIGH|2020-12-14T00:00:00+00:00,2020-W52,2020-12-25 19:00:00+00:00,2020-12-25 22:00:00+00:00,24367.56,24087.33306,24574.68426,SL,-0.009999999999999952,4,0,W1|PREV_HIGH|SHORT|W1|PREV_HIGH|2020-12-14T00:00:00+00:00,0.5761559217259811,LEVEL_SURVIVAL_TRIGGER,external
H4|PREV_HIGH|RESISTANCE|HOLD,H4,PREV_HIGH,RESISTANCE,HOLD,8756,2020-12-30 20:00:00+00:00,SHORT,28953.42,H4|PREV_HIGH|2020-12-30T16:00:00+00:00,2020-W53,2020-12-30 21:00:00+00:00,2020-12-31 00:00:00+00:00,28816.02,28484.63577,29060.956169999998,SL,-0.009999999999999952,4,0,H4|PREV_HIGH|SHORT|H4|PREV_HIGH|2020-12-30T16:00:00+00:00,0.5634166542732139,LEVEL_SURVIVAL_TRIGGER,external
H4|R3_HIGH|RESISTANCE|HOLD,H4,R3_HIGH,RESISTANCE,HOLD,8902,2021-01-05 22:00:00+00:00,SHORT,34300.0,H4|R3_HIGH|2021-01-05T16:00:00+00:00,2021-W01,2021-01-05 23:00:00+00:00,2021-01-05 23:00:00+00:00,34261.2,33867.1962,34552.42019999999,TP,0.009999999999999955,1,1,H4|R3_HIGH|SHORT|H4|R3_HIGH|2021-01-05T16:00:00+00:00,0.567974604920406,LEVEL_SURVIVAL_TRIGGER,external
D1|R3_HIGH|RESISTANCE|HOLD,D1,R3_HIGH,RESISTANCE,HOLD,9103,2021-01-14 07:00:00+00:00,SHORT,38322.18,D1|R3_HIGH|2021-01-11T00:00:00+00:00,2021-W02,2021-01-14 08:00:00+00:00,2021-01-14 08:00:00+00:00,38235.8,37796.0883,38560.8043,SL,-0.009999999999999952,1,0,D1|R3_HIGH|SHORT|D1|R3_HIGH|2021-01-11T00:00:00+00:00,0.6053275839254679,LEVEL_SURVIVAL_TRIGGER,external
H4|R12_HIGH|RESISTANCE|HOLD,H4,R12_HIGH,RESISTANCE,HOLD,9224,2021-01-19 08:00:00+00:00,SHORT,37547.94,H4|R12_HIGH|2021-01-18T12:00:00+00:00,2021-W03,2021-01-19 09:00:00+00:00,2021-01-19 10:00:00+00:00,37335.99,36906.626115,37653.345915,TP,0.009999999999999955,2,1,H4|R12_HIGH|SHORT|H4|R12_HIGH|2021-01-18T12:00:00+00:00,0.5864294600568888,LEVEL_SURVIVAL_TRIGGER,external
H1|R6_LOW|SUPPORT|HOLD,H1,R6_LOW,SUPPORT,HOLD,9390,2021-01-26 06:00:00+00:00,LONG,31426.88,H1|R6_LOW|2021-01-26T04:00:00+00:00,2021-W04,2021-01-26 07:00:00+00:00,2021-01-26 07:00:00+00:00,31595.4,31958.747100000004,31326.839100000005,SL,-0.009999999999999952,1,0,H1|R6_LOW|LONG|H1|R6_LOW|2021-01-26T04:00:00+00:00,0.5890841168295953,LEVEL_SURVIVAL_TRIGGER,external
H4|PREV_HIGH|RESISTANCE|HOLD,H4,PREV_HIGH,RESISTANCE,HOLD,9572,2021-02-02 20:00:00+00:00,SHORT,35880.0,H4|PREV_HIGH|2021-02-02T16:00:00+00:00,2021-W05,2021-02-02 21:00:00+00:00,2021-02-03 00:00:00+00:00,35829.15,35417.114775,36133.697775,SL,-0.009999999999999952,4,0,H4|PREV_HIGH|SHORT|H4|PREV_HIGH|2021-02-02T16:00:00+00:00,0.581545608135967,LEVEL_SURVIVAL_TRIGGER,external
H4|PREV_HIGH|RESISTANCE|HOLD,H4,PREV_HIGH,RESISTANCE,HOLD,9932,2021-02-17 20:00:00+00:00,SHORT,52499.0,H4|PREV_HIGH|2021-02-17T16:00:00+00:00,2021-W07,2021-02-17 21:00:00+00:00,2021-02-18 07:00:00+00:00,52338.18,51736.29093,52783.05453,TP,0.009999999999999955,11,1,H4|PREV_HIGH|SHORT|H4|PREV_HIGH|2021-02-17T16:00:00+00:00,0.5670465930794644,LEVEL_SURVIVAL_TRIGGER,external
H4|PREV_LOW|SUPPORT|HOLD,H4,PREV_LOW,SUPPORT,HOLD,10044,2021-02-22 12:00:00+00:00,LONG,53500.0,H4|PREV_LOW|2021-02-22T08:00:00+00:00,2021-W08,2021-02-22 13:00:00+00:00,2021-02-22 13:00:00+00:00,53893.4,54513.174100000004,53435.3061,SL,-0.009999999999999952,1,0,H4|PREV_LOW|LONG|H4|PREV_LOW|2021-02-22T08:00:00+00:00,0.5718085582633934,LEVEL_SURVIVAL_TRIGGER,external
H1|PREV_HIGH|RESISTANCE|HOLD,H1,PREV_HIGH,RESISTANCE,HOLD,10209,2021-03-01 09:00:00+00:00,SHORT,47369.3,H1|PREV_HIGH|2021-03-01T08:00:00+00:00,2021-W09,2021-03-01 10:00:00+00:00,2021-03-01 11:00:00+00:00,47357.85,46813.234725,47760.391724999994,SL,-0.009999999999999952,2,0,H1|PREV_HIGH|SHORT|H1|PREV_HIGH|2021-03-01T08:00:00+00:00,0.575852298344268,LEVEL_SURVIVAL_TRIGGER,external
